time [s],NN_interval [s/256](/api/datatype/318/)
2011.0546875,137
2011.58203125,135
2012.12890625,140
2012.65625,135
2013.2109375,142
2013.73828125,135
2014.2890625,141
2014.84375,142
2015.40625,144
2015.96484375,143
2016.52734375,144
2017.08984375,144
2017.65625,145
2018.20703125,141
2018.76171875,142
2019.3203125,143
2019.890625,146
2020.4609375,146
2021.00390625,139
2021.56640625,144
2022.1328125,145
2022.6875,142
2023.2578125,146
2023.8125,142
2024.36328125,141
2024.91796875,142
2025.46875,141
2026.01953125,141
2026.58203125,144
2027.12890625,140
2027.6875,143
2028.24609375,143
2028.796875,141
2029.34765625,141
2029.91015625,144
2030.484375,147
2031.0390625,142
2031.5859375,140
2032.15625,146
2032.69921875,139
2033.25,141
2033.80078125,141
2034.35546875,142
2034.91796875,144
2035.46484375,140
2036.0078125,139
2036.55078125,139
2037.1015625,141
2037.63671875,137
2038.1796875,139
2038.71875,138
2039.28125,144
2039.828125,140
2040.38671875,143
2040.96484375,148
2041.5546875,151
2042.125,146
2042.6953125,146
2043.26953125,147
2043.84375,147
2044.40625,144
2044.9609375,142
2045.53125,146
2046.06640625,137
2046.609375,139
2047.14453125,137
2047.67578125,136
2048.203125,135
2048.734375,136
2049.26953125,137
2049.80859375,138
2050.33984375,136
2050.86328125,134
2051.39453125,136
2051.9375,139
2052.49609375,143
2053.03515625,138
2053.58203125,140
2054.14453125,144
2054.671875,135
2055.2109375,138
2055.75390625,139
2056.29296875,138
2056.8359375,139
2057.375,138
2057.9140625,138
2058.44921875,137
2058.98046875,136
2059.5,133
2060.0078125,130
2060.5234375,132
2061.05078125,135
2061.62109375,146
2062.20703125,150
2062.8046875,153
2063.4609375,168
2064.1328125,172
2064.78125,166
2065.40625,160
2066.01171875,155
2066.60546875,152
2067.15234375,140
2067.7421875,151
2068.32421875,149
2068.9140625,151
2069.484375,146
2070.05078125,145
2070.61328125,144
2071.171875,143
2071.734375,144
2072.28125,140
2072.8359375,142
2073.38671875,141
2073.9140625,135
2074.4453125,136
2074.98046875,137
2075.515625,137
2076.05859375,139
2076.609375,141
2077.14453125,137
2077.68359375,138
2078.23046875,140
2078.7734375,139
2079.3125,138
2079.84765625,137
2080.37109375,134
2080.890625,133
2081.41796875,135
2081.921875,129
2082.43359375,131
2082.9453125,131
2083.453125,130
2083.95703125,129
2084.47265625,132
2084.98046875,130
2085.48828125,130
2086.01171875,134
2086.5390625,135
2087.0625,134
2087.59765625,137
2088.10546875,130
2088.625,133
2089.140625,132
2089.66015625,133
2090.1796875,133
2090.69140625,131
2091.203125,131
2091.72265625,133
2092.22265625,128
2092.73046875,130
2093.24609375,132
2093.765625,133
2094.28515625,133
2094.80078125,132
2095.3203125,133
2095.8515625,136
2096.3828125,136
2096.90625,134
2097.43359375,135
2097.953125,133
2098.4921875,138
2098.9921875,128
2099.51171875,133
2100.03125,133
2100.53515625,129
2101.04296875,130
2101.55859375,132
2102.0859375,135
2102.59375,130
2103.109375,132
2103.6328125,134
2104.140625,130
2104.65625,132
2105.17578125,133
2105.70703125,136
2106.2578125,141
2106.79296875,137
2107.33203125,138
2107.8828125,141
2108.42578125,139
2108.97265625,140
2109.52734375,142
2110.06640625,138
2110.60546875,138
2111.15234375,140
2111.69921875,140
2112.23828125,138
2112.76953125,136
2113.3125,139
2113.84765625,137
2114.37890625,136
2114.90625,135
2115.4375,136
2115.96875,136
2116.5078125,138
2117.05859375,141
2117.61328125,142
2118.171875,143
2118.73046875,143
2119.28125,141
2119.8359375,142
2120.38671875,141
2120.9375,141
2121.48828125,141
2122.0390625,141
2122.5859375,140
2123.13671875,141
2123.6796875,139
2124.23046875,141
2124.78515625,142
2125.33984375,142
2125.89453125,142
2126.453125,143
2127.0,140
2127.55078125,141
2128.10546875,142
2128.65625,141
2129.20703125,141
2129.75,139
2130.29296875,139
2130.8359375,139
2131.38671875,141
2131.9140625,135
2132.4609375,140
2133.0078125,140
2133.55078125,139
2144.4375,187
2145.12890625,177
2145.78515625,168
2146.41015625,160
2147.0234375,157
2147.61328125,151
2148.1875,147
2148.7734375,150
2149.3515625,148
2149.92578125,147
2150.484375,143
2151.03515625,141
2151.58984375,142
2152.125,137
2152.66015625,137
2153.19921875,138
2153.7421875,139
2154.2890625,140
2154.83984375,141
2155.3671875,135
2155.90625,138
2166.11328125,140
2166.671875,143
2167.21875,140
2167.76171875,139
2168.3046875,139
2168.83203125,135
2169.359375,135
2169.87109375,131
2170.375,129
2170.87890625,129
2171.37890625,128
2171.8671875,125
2172.35546875,125
2172.83984375,124
2173.32421875,124
2173.8046875,123
2174.29296875,125
2174.80078125,130
2175.32421875,134
2175.86328125,138
2176.4375,147
2177.05859375,159
2177.73046875,172
2178.40234375,172
2179.02734375,160
2179.60546875,148
2180.1796875,147
2180.75390625,147
2181.328125,147
2181.89453125,145
2182.45703125,144
2183.01953125,144
2183.56640625,140
2184.10546875,138
2184.64453125,138
2185.1875,139
2185.7421875,142
2186.28515625,139
2186.82421875,138
2187.359375,137
2187.8984375,138
2188.4453125,140
2188.99609375,141
2189.546875,141
2190.09765625,141
2190.65625,143
2191.21875,144
2191.77734375,143
2192.328125,141
2192.875,140
2193.42578125,141
2193.9765625,141
2194.5234375,140
2195.07421875,141
2195.62109375,140
2196.16015625,138
2196.69921875,138
2197.2421875,139
2197.796875,142
2198.35546875,143
2198.9296875,147
2199.4921875,144
2200.05078125,143
2200.6171875,145
2201.19140625,147
2201.765625,147
2202.3359375,146
2202.8984375,144
2203.45703125,143
2204.015625,143
2204.57421875,143
2205.125,141
2205.671875,140
2206.2265625,142
2206.78515625,143
2207.34375,143
2207.90234375,143
2208.4609375,143
2209.03125,146
2209.61328125,149
2210.19140625,148
2210.7578125,145
2211.33203125,147
2211.90625,147
2212.4921875,150
2213.0546875,144
2213.6171875,144
2214.17578125,143
2214.74609375,146
2215.3203125,147
2215.90234375,149
2216.4765625,147
2217.05859375,149
2217.6484375,151
2218.2421875,152
2218.8359375,152
2219.41796875,149
2220.03125,157
2220.6484375,158
2221.2578125,156
2221.85546875,153
2222.46875,157
2223.078125,156
2223.6875,156
2224.28125,152
2224.875,152
2225.453125,148
2226.01953125,145
2226.57421875,142
2227.12109375,140
2227.671875,141
2228.203125,136
2228.74609375,139
2229.31640625,146
2229.921875,155
2230.55859375,163
2231.1875,161
2231.80078125,157
2232.40625,155
2233.0234375,158
2233.63671875,157
2234.2421875,155
2234.828125,150
2235.41796875,151
2236.0078125,151
2236.6015625,152
2237.1953125,152
2237.7734375,148
2238.3515625,148
2238.9296875,148
2239.50390625,147
2240.08203125,148
2240.65234375,146
2241.22265625,146
2241.80078125,148
2242.40234375,154
2243.03515625,162
2243.6953125,169
2244.36328125,171
2245.01171875,166
2245.63671875,160
2246.27734375,164
2246.9375,169
2247.6015625,170
2248.2734375,172
2248.93359375,169
2249.55859375,160
2250.1640625,155
2250.76953125,155
2251.375,155
2251.97265625,153
2252.546875,147
2253.12109375,147
2253.70703125,150
2254.30859375,154
2254.90625,153
2255.49609375,151
2256.08203125,150
2256.69140625,156
2257.30078125,156
2257.9140625,157
2258.52734375,157
2259.12109375,152
2259.70703125,150
2260.3046875,153
2260.8984375,152
2261.484375,150
2262.0546875,146
2262.6328125,148
2263.2109375,148
2263.80859375,153
2264.375,145
2264.953125,148
2265.546875,152
2266.1484375,154
2266.7578125,156
2267.37109375,157
2267.97265625,154
2268.5625,151
2269.15625,152
2269.765625,156
2270.34765625,149
2270.9453125,153
2271.55078125,155
2272.15625,155
2272.76171875,155
2273.35546875,152
2273.94140625,150
2274.53125,151
2275.1328125,154
2275.7421875,156
2276.35546875,157
2276.9609375,155
2277.57421875,157
2278.19140625,158
2278.8046875,157
2279.4140625,156
2280.015625,154
2280.59765625,149
2281.19140625,152
2281.78125,151
2282.36328125,149
2282.94140625,148
2283.515625,147
2284.1015625,150
2284.703125,154
2285.32421875,159
2285.9375,157
2286.546875,156
2287.17578125,161
2287.8046875,161
2288.4140625,156
2289.01171875,153
2289.59375,149
2290.19140625,153
2290.7890625,153
2291.37890625,151
2291.97265625,152
2292.55078125,148
2293.1328125,149
2293.71484375,149
2294.29296875,148
2294.859375,145
2295.41796875,143
2295.99609375,148
2296.5859375,151
2297.19921875,157
2297.828125,161
2298.45703125,161
2299.078125,159
2299.6953125,158
2300.3046875,156
2300.8984375,152
2301.49609375,153
2302.09375,153
2302.6875,152
2303.28125,152
2303.87109375,151
2304.45703125,150
2305.046875,151
2305.63671875,151
2306.234375,153
2306.83203125,153
2307.44140625,156
2308.046875,155
2308.65234375,155
2309.2421875,151
2309.8203125,148
2310.40234375,149
2310.96875,145
2311.53125,144
2312.0859375,142
2312.6484375,144
2313.18359375,137
2313.72265625,138
2314.27734375,142
2314.8125,137
2315.35546875,139
2315.90625,141
2316.4296875,134
2316.96875,138
2317.53125,144
2318.12890625,153
2318.80078125,172
2319.44140625,164
2320.08203125,164
2320.73046875,166
2321.390625,169
2322.0390625,166
2322.66796875,161
2323.2734375,155
2323.87890625,155
2324.48828125,156
2325.0859375,153
2325.6796875,152
2326.25390625,147
2326.8359375,149
2327.4140625,148
2327.99609375,149
2328.57421875,148
2329.1484375,147
2329.75390625,155
2330.375,159
2330.99609375,159
2331.6015625,155
2332.20703125,155
2332.80859375,154
2333.40234375,152
2333.98828125,150
2334.578125,151
2335.17578125,153
2335.7734375,153
2336.375,154
2336.9609375,150
2337.5546875,152
2338.14453125,151
2338.734375,151
2339.3203125,150
2339.89453125,147
2340.453125,143
2341.01953125,145
2341.59375,147
2342.171875,148
2342.7578125,150
2343.34765625,151
2343.9375,151
2344.51953125,149
2345.08203125,144
2345.6484375,145
2346.22265625,147
2346.796875,147
2347.37890625,149
2347.96484375,150
2348.55078125,150
2349.1484375,153
2349.74609375,153
2350.33984375,152
2350.921875,149
2351.5,148
2352.08203125,149
2352.6640625,149
2353.25390625,151
2353.8515625,153
2354.44921875,153
2355.0390625,151
2355.62109375,149
2356.203125,149
2356.79296875,151
2357.38671875,152
2357.9765625,151
2358.5625,150
2359.140625,148
2359.71875,148
2360.2890625,146
2360.859375,146
2361.42578125,145
2361.9921875,145
2362.55859375,145
2363.125,145
2363.68359375,143
2364.24609375,144
2364.80859375,144
2365.390625,149
2365.9921875,154
2366.609375,158
2367.21484375,155
2367.8046875,151
2368.37890625,147
2368.9609375,149
2369.55078125,151
2370.13671875,150
2370.70703125,146
2371.265625,143
2371.8359375,146
2372.40234375,145
2372.9609375,143
2373.51171875,141
2374.05859375,140
2374.61328125,142
2375.16015625,140
2375.7265625,145
2376.30078125,147
2376.875,147
2377.44921875,147
2378.015625,145
2378.58203125,145
2379.1484375,145
2379.71875,146
2380.2890625,146
2380.85546875,145
2381.421875,145
2381.984375,144
2382.546875,144
2383.10546875,143
2383.66015625,142
2384.203125,139
2384.75,140
2385.29296875,139
2385.83203125,138
2386.375,139
2386.92578125,141
2387.50390625,148
2388.09765625,152
2388.6796875,149
2389.2734375,152
2389.84375,146
2390.4375,152
2390.99609375,143
2391.5625,145
2392.12890625,145
2392.703125,147
2393.2734375,146
2393.83984375,145
2394.37890625,138
2394.8984375,133
2395.42578125,135
2395.953125,135
2396.484375,136
2397.01953125,137
2397.55078125,136
