time [s],NN_interval [s/256](/api/datatype/318/)
310.45703125,141
311.015625,143
311.57421875,143
312.13671875,144
312.70703125,146
313.265625,143
313.8203125,142
314.36328125,139
314.8984375,137
315.42578125,135
315.94921875,134
316.484375,137
317.02734375,139
317.57421875,140
318.12109375,140
318.65234375,136
319.18359375,136
319.71484375,136
320.24609375,136
320.77734375,136
321.30078125,134
321.828125,135
322.3515625,134
322.8828125,136
323.45703125,147
324.08203125,160
324.69140625,156
325.29296875,154
325.91796875,160
326.5546875,163
327.1953125,164
327.81640625,159
328.40234375,150
328.98828125,150
329.5703125,149
330.15234375,149
330.7265625,147
331.28515625,143
331.8359375,141
332.3828125,140
332.93359375,141
333.4921875,143
334.05859375,145
334.625,145
335.18359375,143
335.76171875,148
336.36328125,154
336.9765625,157
337.5859375,156
338.16796875,149
338.75390625,150
339.33203125,148
339.91015625,148
340.4921875,149
341.07421875,149
341.65625,149
342.2421875,150
342.828125,150
343.41015625,149
343.984375,147
344.5546875,146
345.125,146
345.69140625,145
346.234375,139
346.77734375,139
347.31640625,138
347.875,143
348.40234375,135
348.9375,137
349.48046875,139
350.0625,149
350.61328125,141
351.1796875,145
351.7421875,144
352.31640625,147
352.90234375,150
353.48828125,150
354.0703125,149
354.66015625,151
355.24609375,150
355.8359375,151
356.43359375,153
357.0234375,151
357.59765625,147
358.171875,147
358.74609375,147
359.32421875,148
359.8984375,147
360.46484375,145
364.00390625,152
364.59375,151
365.1796875,150
365.75390625,147
366.33203125,148
366.9140625,149
367.515625,154
368.09375,148
368.671875,148
369.28515625,157
369.9453125,169
502.328125,138
502.8828125,142
503.4375,142
504.0,144
504.55859375,143
505.109375,141
505.66015625,141
506.1875,135
506.734375,140
507.2734375,138
507.8125,138
508.34375,136
508.8828125,138
509.421875,138
509.9609375,138
510.49609375,137
511.03515625,138
511.5703125,137
512.09375,134
512.62109375,135
513.14453125,134
513.671875,135
514.19140625,133
514.7265625,137
515.25,134
515.7734375,134
516.29296875,133
516.8203125,135
517.36328125,139
517.91796875,142
518.4765625,143
519.02734375,141
519.5859375,143
520.16015625,147
520.703125,139
521.2578125,142
521.81640625,143
522.3828125,145
522.9375,142
523.4765625,138
524.0234375,140
524.58203125,143
525.15625,147
525.734375,148
526.3125,148
526.8671875,142
527.4453125,148
538.56640625,154
539.16015625,152
539.73828125,148
540.3046875,145
540.890625,150
541.4921875,154
542.1015625,156
542.70703125,155
543.30078125,152
543.890625,151
544.4765625,150
545.0703125,152
545.65625,150
546.23046875,147
546.80859375,148
547.40234375,152
548.0,153
548.62109375,159
549.22265625,154
549.8203125,153
550.41015625,151
551.015625,155
551.5859375,146
552.15625,146
552.734375,148
553.29296875,143
553.87109375,148
554.46875,153
555.07421875,155
555.6875,157
556.32421875,163
556.98046875,168
557.6328125,167
558.27734375,165
558.91796875,164
559.55859375,164
560.1796875,159
560.78515625,155
561.36328125,148
561.9375,147
562.51171875,147
563.09765625,150
563.69921875,154
564.33203125,162
564.96875,163
565.609375,164
566.28125,172
566.9765625,178
567.6796875,180
568.3828125,180
569.0625,174
569.703125,164
570.30859375,155
570.9140625,155
571.515625,154
572.12890625,157
572.7421875,157
573.34765625,155
573.93359375,150
574.5390625,155
575.15625,158
575.79296875,163
576.44140625,166
577.078125,163
577.69921875,159
578.31640625,158
578.9453125,161
579.578125,162
580.19921875,159
580.81640625,158
581.40625,151
581.98046875,147
582.5546875,147
583.125,146
583.69921875,147
584.2890625,151
584.85546875,145
585.4296875,147
586.03125,154
586.63671875,155
587.2265625,151
587.796875,146
588.3671875,146
588.9375,146
589.51171875,147
590.078125,145
590.66015625,149
591.24609375,150
591.8359375,151
592.4375,154
593.01171875,147
593.5703125,143
594.15234375,149
594.71484375,144
595.2578125,139
595.80859375,141
596.375,145
596.94921875,147
597.5390625,151
598.12890625,151
598.73828125,156
599.3671875,161
600.0078125,164
600.6484375,164
601.26953125,159
601.859375,151
602.453125,152
603.03515625,149
603.6171875,149
604.19140625,147
604.7578125,145
605.328125,146
605.90234375,147
606.49609375,152
607.1171875,159
607.74609375,161
608.3515625,155
608.97265625,159
609.61328125,164
610.25,163
610.890625,164
611.515625,160
612.140625,160
612.74609375,155
613.34765625,154
613.9453125,153
614.5390625,152
615.12109375,149
615.68359375,144
616.23828125,142
616.80078125,144
617.3671875,145
617.94140625,147
618.5234375,149
619.11328125,151
619.73046875,158
620.359375,161
620.984375,160
621.59375,156
622.1953125,154
622.78515625,151
623.36328125,148
623.94140625,148
624.515625,147
625.09375,148
625.66796875,147
626.2421875,147
626.81640625,147
627.3828125,145
627.94921875,145
628.52734375,148
629.12109375,152
629.734375,157
630.33203125,153
630.91796875,150
631.49609375,148
632.08203125,150
632.66796875,150
633.2578125,151
633.83984375,149
634.4140625,147
634.9765625,144
635.53515625,143
636.09765625,144
636.66015625,144
637.22265625,144
637.77734375,142
638.32421875,140
638.87109375,140
639.4296875,143
946.3671875,134
946.87890625,131
947.42578125,140
947.9609375,137
948.46484375,129
948.99609375,136
949.5,129
950.0234375,134
950.54296875,133
951.08984375,140
951.640625,141
952.1875,140
952.734375,140
953.2578125,134
953.8125,142
1140.1171875,141
1140.6328125,132
1141.18359375,141
1141.73828125,142
1142.296875,143
1142.84765625,141
1143.41015625,144
1143.9609375,141
1144.5,138
1145.015625,132
1145.55078125,137
1146.11328125,144
1146.6484375,137
1147.234375,150
1147.80859375,147
1252.43359375,131
1252.9375,129
1253.46875,136
1253.984375,132
1254.5390625,142
1255.078125,138
1255.63671875,143
1256.19921875,144
1256.734375,137
1257.3046875,146
1257.8515625,140
1258.40625,142
1258.97265625,145
1259.53515625,144
1260.08984375,142
1260.64453125,142
1261.19921875,142
1261.77734375,148
1272.1640625,145
1272.70703125,139
1273.26171875,142
1273.8125,141
1274.36328125,141
1274.90625,139
1275.44921875,139
1276.00390625,142
1276.57421875,146
1277.10546875,136
1277.66796875,144
1278.1953125,135
1278.74609375,141
1279.296875,141
1279.84375,140
1280.3984375,142
1280.9765625,148
1281.53125,142
1308.23046875,136
1308.75390625,134
1309.2734375,133
1309.80078125,135
1310.33203125,136
1310.875,139
1311.4140625,138
1311.9609375,140
1312.51953125,143
1313.078125,143
1313.625,140
1314.171875,140
1314.7421875,146
1315.27734375,137
1315.8046875,135
1316.34375,138
1316.88671875,139
1317.40625,133
1317.9296875,134
1318.453125,134
1318.98046875,135
1319.5234375,139
1320.05859375,137
1320.625,145
1321.21484375,151
1321.7890625,147
1322.33984375,141
1322.890625,141
1323.44140625,141
1324.0,143
1324.55078125,141
1325.1015625,141
1325.64453125,139
1326.1796875,137
1326.70703125,135
1327.23046875,134
1327.75390625,134
1328.296875,139
1328.8203125,134
1329.3515625,136
1329.90625,142
1330.5,152
1331.15625,168
1331.78125,160
1332.41796875,163
1332.98828125,146
1333.55859375,146
1334.140625,149
1334.68359375,139
1335.23828125,142
1335.80078125,144
1336.36328125,144
1336.9296875,145
1337.4609375,136
1338.015625,142
1338.57421875,143
1339.125,141
1339.6796875,142
1340.2265625,140
1340.77734375,141
1341.32421875,140
1341.86328125,138
1342.3984375,137
1342.94140625,139
1343.484375,139
1344.0078125,134
1344.53125,134
1345.046875,132
1345.5703125,134
1346.1015625,136
1346.640625,138
1347.18359375,139
1347.73046875,140
1348.296875,145
1348.84765625,141
1349.39453125,140
1349.94921875,142
1350.51171875,144
1351.07421875,144
1351.63671875,144
1352.1953125,143
1352.7734375,148
1353.3359375,144
1353.90234375,145
1354.46484375,144
1355.0,137
1355.546875,140
1356.0859375,138
1356.625,138
1357.16015625,137
1357.703125,139
1358.24609375,139
1358.78125,137
1359.33984375,143
1359.9296875,151
1360.55859375,161
1361.18359375,160
1361.796875,157
1362.4140625,158
1363.015625,154
1363.62109375,155
1364.23046875,156
1364.83984375,156
1365.44140625,154
1366.02734375,150
1366.6015625,147
1367.171875,146
1367.73828125,145
1368.2890625,141
1368.83984375,141
1369.39453125,142
1369.9609375,145
1370.53515625,147
1371.11328125,148
1371.71484375,154
1372.33203125,158
1372.96875,163
1373.6015625,162
1374.22265625,159
1374.859375,163
1375.5078125,166
1376.140625,162
1376.765625,160
1377.390625,160
1377.99609375,155
1378.59765625,154
1379.1796875,149
1379.73828125,143
1380.29296875,142
1380.84375,141
1381.390625,140
1381.9453125,142
1382.546875,154
1383.16796875,159
1383.80859375,164
1384.45703125,166
1385.1171875,169
1385.71875,154
1386.31640625,153
1386.90234375,150
1387.50390625,154
1388.0703125,145
1388.6484375,148
1389.23828125,151
1389.8046875,145
1390.37890625,147
1390.97265625,152
1391.5390625,145
1392.11328125,147
1392.69140625,148
1393.265625,147
1393.8359375,146
1422.37109375,133
1422.8984375,135
1423.421875,134
1423.953125,136
1424.48046875,135
1425.00390625,134
1425.54296875,138
1426.0546875,131
1426.578125,134
1427.1328125,142
1427.65625,134
1428.16796875,131
1428.69921875,136
1429.2265625,135
1429.7578125,136
1430.2890625,136
1430.81640625,135
1431.34375,135
1431.8671875,134
1432.40234375,137
1432.90234375,128
1433.43359375,136
1433.9453125,131
1434.46484375,133
1434.99609375,136
1435.50390625,130
1436.0390625,137
1436.58203125,139
1437.12109375,138
1437.65625,137
1448.453125,145
1449.0234375,146
1449.5703125,140
1450.1015625,136
1450.65625,142
1451.203125,140
1451.7421875,138
1452.28125,138
1452.8203125,138
1453.36328125,139
1453.8984375,137
1454.4296875,136
1454.96484375,137
1455.5,137
1456.05078125,141
1456.57421875,134
1457.11328125,138
1457.66796875,142
1458.23046875,144
1458.77734375,140
1459.3046875,135
1459.859375,142
1460.41796875,143
1460.96484375,140
1461.50390625,138
1462.05859375,142
1462.5859375,135
1463.1171875,136
1463.64453125,135
1464.1796875,137
1464.69140625,131
1465.21875,135
1465.734375,132
1466.25390625,133
1466.7734375,133
1467.3046875,136
1467.84375,138
1468.37109375,135
1468.89453125,134
1469.421875,135
1469.9765625,142
1470.5,134
1471.03125,136
1471.55859375,135
1472.078125,133
1472.61328125,137
1473.12109375,130
1473.640625,133
1474.15625,132
1474.671875,132
1475.1875,132
1475.7109375,134
1476.23828125,135
1476.73828125,128
1477.25390625,132
1477.7890625,137
1478.328125,138
1478.83984375,131
1479.37890625,138
1479.921875,139
1480.4765625,142
1481.01953125,139
1481.5625,139
1482.11328125,141
1482.68359375,146
1483.23046875,140
1483.79296875,144
1494.234375,135
1494.7734375,138
1495.2890625,132
1495.8359375,140
1496.38671875,141
1496.95703125,146
1497.5,139
1498.0625,144
1498.62109375,143
1499.16796875,140
1499.72265625,142
1500.26953125,140
1500.80078125,136
1501.34375,139
1501.890625,140
1502.40234375,131
1502.9296875,135
1503.4296875,128
1503.9296875,128
1504.44140625,131
1504.9453125,129
1505.45703125,131
1505.9609375,129
1506.4609375,128
1506.96875,130
1507.48046875,131
1507.984375,129
1508.48828125,129
1508.9921875,129
1509.50390625,131
1510.03515625,136
1510.52734375,126
1511.03515625,130
1511.55078125,132
1512.06640625,132
1512.57421875,130
1513.078125,129
1513.59765625,133
1514.10546875,130
1514.62109375,132
1515.109375,125
1515.61328125,129
1516.109375,127
1516.609375,128
1517.09765625,125
1517.60546875,130
1518.08203125,122
1518.5859375,129
1519.07421875,125
1519.546875,121
1520.0390625,126
1520.53125,126
1521.0234375,126
1521.53125,130
1522.00390625,121
1522.4921875,125
1522.9921875,128
1523.50390625,131
1523.984375,123
1524.47265625,125
1524.98046875,130
1525.4609375,123
1525.953125,126
1526.4375,124
1526.9375,128
1527.42578125,125
1527.90234375,122
1528.38671875,124
1528.875,125
1529.359375,124
1529.85546875,127
1612.3046875,104
1612.703125,102
1613.109375,104
1613.52734375,107
1613.9375,105
1614.34765625,105
1614.765625,107
1615.17578125,105
1615.58203125,104
1616.0078125,109
1616.42578125,107
1616.84765625,108
1617.265625,107
1617.6875,108
1618.109375,108
1618.53125,108
1618.953125,108
1619.37890625,109
1619.796875,107
1620.21484375,107
1620.64453125,110
1621.0625,107
1621.48046875,107
1621.90234375,108
1622.3203125,107
1622.7421875,108
1623.16796875,109
1623.5859375,107
1624.0234375,112
1624.453125,110
1624.8828125,110
1625.30859375,109
1625.74609375,112
1636.12890625,115
1636.578125,115
1637.02734375,115
1637.48046875,116
1637.94921875,120
1638.3984375,115
1638.85546875,117
1639.3125,117
1639.78125,120
1640.26171875,123
1640.71484375,116
1641.1796875,119
1641.66015625,123
1642.1328125,121
1642.6015625,120
1643.05859375,117
1643.546875,125
1644.01171875,119
1644.484375,121
1644.95703125,121
1645.44921875,126
1645.91796875,120
1646.390625,121
1646.8828125,126
1647.34375,118
1647.828125,124
1648.3046875,122
1648.78515625,123
1649.2734375,125
1649.76953125,127
1650.26171875,126
1650.75,125
1651.2421875,126
1651.73046875,125
1652.21875,125
1652.69921875,123
1653.19140625,126
1653.6953125,129
1654.171875,122
1654.66015625,125
1655.1640625,129
1655.65234375,125
1656.16796875,132
1656.68359375,132
1657.1953125,131
1657.7109375,132
1658.23828125,135
1658.7421875,129
1659.25390625,131
1659.765625,131
1660.27734375,131
1660.78515625,130
1661.30859375,134
1661.8125,129
1662.30078125,125
1662.80859375,130
1663.3125,129
1663.83203125,133
1664.35546875,134
1664.87890625,134
1665.390625,131
1665.90234375,131
1666.42578125,134
1666.953125,135
1667.47265625,133
1667.9921875,133
1668.51953125,135
1669.03125,131
1669.55859375,135
1670.08984375,136
1670.60546875,132
1671.12890625,134
1671.65625,135
1672.171875,132
1672.69140625,133
1673.20703125,132
1673.71484375,130
1674.21875,129
1674.73046875,131
1675.23828125,130
1675.76171875,134
1676.30078125,138
1676.8359375,137
1677.3515625,132
1677.859375,130
1678.375,132
1678.88671875,131
1679.40625,133
1679.8984375,126
1680.40234375,129
1680.8984375,127
1681.3984375,128
1681.875,122
1682.37109375,127
1682.875,129
1683.3671875,126
1683.8828125,132
1684.4140625,136
1684.9453125,136
1685.48046875,137
1686.01953125,138
1686.55859375,138
1687.09765625,138
1687.6328125,137
1688.16015625,135
1688.6796875,133
1689.21484375,137
1689.74609375,136
1690.28125,137
1690.81640625,137
1691.34375,135
1691.8671875,134
1692.3828125,132
1692.90234375,133
1693.453125,141
1694.01171875,143
1694.66015625,166
1695.30078125,164
1695.9375,163
1696.54296875,155
1697.140625,153
1697.71875,148
1698.28515625,145
1698.84765625,144
1699.43359375,150
1700.0390625,155
1700.60546875,145
1701.19921875,152
1701.7578125,143
1702.3203125,144
1702.8671875,140
1703.41015625,139
1703.9453125,137
1704.48828125,139
1705.01953125,136
1705.55859375,138
1706.09765625,138
1706.65625,143
1707.21875,144
1707.7890625,146
1708.3515625,144
1708.921875,146
1709.5078125,150
1710.08203125,147
1710.64453125,144
1711.1953125,141
1711.75,142
1712.296875,140
1712.8515625,142
1713.40625,142
1713.96875,144
1714.52734375,143
1715.0859375,143
1715.62890625,139
1716.1640625,137
1716.69921875,137
1717.234375,137
1717.7734375,138
1718.32421875,141
1718.8984375,147
1719.4375,138
1720.0,144
1720.55859375,143
1721.10546875,140
1721.66015625,142
1722.2421875,149
1722.79296875,141
1723.35546875,144
1723.91015625,142
1724.4609375,141
1725.015625,142
1725.55859375,139
1726.10546875,140
1726.65234375,140
1727.19921875,140
1727.75390625,142
1728.2890625,137
1728.84765625,143
1729.38671875,138
1729.9375,141
1730.46484375,135
1731.0,137
1731.52734375,135
1732.0625,137
1732.6015625,138
1733.14453125,139
1733.68359375,138
1734.21875,137
1734.7578125,138
1735.296875,138
1735.83203125,137
1736.38671875,142
1736.9296875,139
1737.48046875,141
1738.02734375,140
1738.58203125,142
1739.1328125,141
1739.6796875,140
1740.21875,138
1740.75390625,137
1741.2890625,137
1741.828125,138
1742.37890625,141
1742.921875,139
1743.46875,140
1744.01953125,141
1744.578125,143
1745.13671875,143
1745.6953125,143
1746.27734375,149
1746.84375,145
1747.3984375,142
1747.94921875,141
1748.50390625,142
1749.05859375,142
1749.61328125,142
1750.16796875,142
1750.7109375,139
1751.24609375,137
1751.77734375,136
1752.30859375,136
1752.8359375,135
1753.3671875,136
1753.90234375,137
1754.4453125,139
1754.9609375,132
1755.50390625,139
1756.07421875,146
1756.625,141
1757.1953125,146
1757.79296875,153
1758.37109375,148
1758.94140625,146
1759.515625,147
1760.08984375,147
1760.6484375,143
1761.19140625,139
1761.73828125,140
1762.2890625,141
1762.83984375,141
1763.38671875,140
1763.94140625,142
1764.484375,139
1765.0234375,138
1765.55859375,137
1766.10546875,140
1766.63671875,136
1767.171875,137
1767.703125,136
1768.24609375,139
1768.7890625,139
1769.33203125,139
1769.87109375,138
1770.4296875,143
1770.98046875,141
1771.53125,141
1772.09375,144
1772.64453125,141
1773.19921875,142
1773.734375,137
1774.28125,140
1774.828125,140
1775.390625,144
1775.9140625,134
1776.453125,138
1776.99609375,139
1777.53125,137
1778.0703125,138
1778.609375,138
1779.15625,140
1779.70703125,141
1780.23828125,136
1780.8046875,145
1781.35546875,141
1781.90625,141
1782.4609375,142
1783.03125,146
1783.58203125,141
1784.140625,143
1784.6953125,142
1785.2578125,144
1785.79296875,137
1786.33203125,138
1786.8671875,137
1787.4296875,144
1787.9609375,136
1788.5078125,140
1789.0703125,144
1789.64453125,147
1790.2265625,149
1790.8046875,148
1791.3984375,152
1791.984375,150
1792.546875,144
1793.11328125,145
1793.67578125,144
1794.23046875,142
1794.78125,141
1795.328125,140
1795.875,140
1796.421875,140
1796.9765625,142
1797.50390625,135
1798.0546875,141
1798.625,146
1799.171875,140
1799.73828125,145
1800.3359375,153
1800.92578125,151
1801.49609375,146
1802.0625,145
1802.64453125,149
1803.2109375,145
1803.76953125,143
1804.32421875,142
1804.88671875,144
1805.44140625,142
1806.0,143
1806.546875,140
1807.09375,140
1807.6328125,138
1808.17578125,139
1808.70703125,136
1809.234375,135
1809.7734375,138
1810.30859375,137
1810.8515625,139
1811.38671875,137
1811.92578125,138
1812.46875,139
1813.015625,140
1813.55859375,139
1814.1015625,139
1814.64453125,139
1815.1875,139
1815.7265625,138
1816.26171875,137
1816.79296875,136
1817.32421875,136
1817.84765625,134
1818.3828125,137
1818.89453125,131
1819.4140625,133
1819.93359375,133
1820.453125,133
1820.9765625,134
1821.5,134
1822.015625,132
1822.53515625,133
1823.0546875,133
1823.578125,134
1824.09765625,133
1824.6171875,133
1825.1328125,132
1825.66015625,135
1826.171875,131
1826.671875,128
1827.17578125,129
1827.6875,131
1828.19140625,129
1828.69921875,130
1829.19921875,128
1829.703125,129
1830.21484375,131
1830.7265625,131
1831.24609375,133
1831.75390625,130
1832.26171875,130
1832.78125,133
1833.3046875,134
1833.828125,134
1834.34375,132
1834.8671875,134
1835.39453125,135
1835.93359375,138
1836.47265625,138
1837.0,135
1837.55859375,143
1838.08203125,134
1838.6171875,137
1839.1484375,136
1839.68359375,137
1840.19921875,132
1840.73828125,138
1841.2578125,133
1841.78125,134
1842.28515625,129
1842.8203125,137
1843.3515625,136
1843.890625,138
1844.4140625,134
1844.9453125,136
1845.4921875,140
1846.05078125,143
1846.61328125,144
1847.1953125,149
1847.74609375,141
1848.29296875,140
1848.84765625,142
1849.390625,139
1849.94921875,143
1850.5,141
1851.05859375,143
1851.61328125,142
1852.16796875,142
1852.71484375,140
1853.26171875,140
1853.796875,137
1854.3359375,138
1854.87109375,137
1855.421875,141
1855.98046875,143
1856.5546875,147
1857.13671875,149
1857.71875,149
1858.3046875,150
1858.87890625,147
1859.43359375,142
1859.98046875,140
1860.53515625,142
1861.08203125,140
1861.625,139
1862.16796875,139
1862.71484375,140
1863.25,137
1863.7890625,138
1864.3359375,140
1864.875,138
1865.421875,140
1865.97265625,141
1866.53515625,144
1867.1015625,145
1867.66015625,143
1868.2265625,145
1868.80078125,147
1869.3828125,149
1869.96484375,149
1870.53515625,146
1871.09375,143
1871.65234375,143
1872.203125,141
1872.74609375,139
1873.27734375,136
1873.8046875,135
1874.33203125,135
1874.86328125,136
1875.4140625,141
1875.96875,142
1876.5234375,142
1877.0859375,144
1877.671875,150
1878.24609375,147
1878.8046875,143
1879.390625,150
1879.9609375,146
1880.53515625,147
1881.109375,147
1881.67578125,145
1882.25390625,148
1882.828125,147
1883.39453125,145
1883.953125,143
1884.515625,144
1885.078125,144
1885.640625,144
1886.203125,144
1886.78125,148
1887.34765625,145
1887.91796875,146
1888.5078125,151
1889.08984375,149
1889.65625,145
1890.23046875,147
1890.8203125,151
1891.40625,150
1891.98828125,149
1892.5703125,149
1893.15234375,149
1893.7421875,151
1894.3125,146
1894.890625,148
1895.46484375,147
1896.0390625,147
1896.609375,146
1897.1796875,146
1897.76171875,149
1898.34765625,150
1898.9296875,149
1899.5078125,148
1900.09765625,151
1900.6953125,153
1901.28125,150
1901.86328125,149
1902.45703125,152
1903.03515625,148
1903.609375,147
1904.18359375,147
1904.765625,149
1905.33203125,145
1905.890625,143
1906.4453125,142
1907.01953125,147
1907.5625,139
1908.11328125,141
1908.66015625,140
1909.2421875,149
1909.83984375,153
1910.44140625,154
1911.0859375,165
1911.7265625,164
1912.3828125,168
1913.015625,162
1913.671875,168
1914.33984375,171
1915.01171875,172
1915.65234375,164
1916.265625,157
1916.84765625,149
1917.41015625,144
1917.953125,139
1918.5,140
1919.03125,136
1919.56640625,137
1920.07421875,130
1920.5859375,131
1921.09375,130
1921.6015625,130
1922.109375,130
1922.61328125,129
1923.11328125,128
1923.609375,127
1924.109375,128
1924.61328125,129
1925.1328125,133
1925.65234375,133
1926.18359375,136
1926.69921875,132
1927.23828125,138
1927.765625,135
1928.3046875,138
1928.828125,134
1929.37109375,139
1929.8828125,131
1930.41015625,135
1930.94140625,136
1931.47265625,136
1931.99609375,134
1932.515625,133
1933.046875,136
1933.55078125,129
1934.07421875,134
1934.58984375,132
1935.1015625,131
1935.62109375,133
1936.13671875,132
1936.66015625,134
1937.1796875,133
1937.6953125,132
1938.21875,134
1938.75,136
1939.2734375,134
1939.796875,134
1940.328125,136
1940.859375,136
1941.37890625,133
1941.8984375,133
1942.42578125,135
1942.94921875,134
1943.46875,133
1943.98828125,133
1944.51171875,134
1945.0390625,135
1945.5625,134
1946.0859375,134
1946.609375,134
1947.1328125,134
1947.66015625,135
1948.1796875,133
1948.703125,134
1949.25,140
1949.765625,132
1950.29296875,135
1950.80859375,132
1951.33203125,134
1951.85546875,134
1952.37890625,134
1952.8984375,133
1953.4140625,132
1953.9296875,132
1954.44921875,133
1954.96484375,132
1955.48046875,132
1955.9921875,131
1956.5078125,132
1957.0234375,132
1957.5546875,136
1958.0625,130
1958.578125,132
1959.1015625,134
1959.64453125,139
1960.15625,131
1960.6875,136
1961.20703125,133
1961.7421875,137
1962.28125,138
1962.796875,132
1963.3203125,134
1963.8515625,136
1964.37109375,133
1964.88671875,132
1965.40234375,132
1965.91796875,132
1966.43359375,132
1966.9453125,131
1967.45703125,131
1967.9765625,133
1968.4921875,132
1969.00390625,131
1969.51953125,132
1970.03125,131
1970.546875,132
1971.05859375,131
1971.578125,133
1972.09765625,133
1972.60546875,130
1973.11328125,130
1973.62109375,130
1974.1484375,135
1974.64453125,127
1975.15234375,130
1975.65625,129
1976.16796875,131
1976.6796875,131
1977.1875,130
1977.703125,132
1978.21875,132
1978.73828125,133
1979.26171875,134
1979.78515625,134
1980.3046875,133
1980.828125,134
1981.359375,136
1981.890625,136
1982.421875,136
1982.953125,136
1983.4765625,134
1984.00390625,135
1984.52734375,134
1985.06640625,138
1985.5703125,129
1986.0859375,132
1986.60546875,133
1987.125,133
1987.640625,132
1988.15625,132
1988.6796875,134
1989.21875,138
1989.7421875,134
1990.2734375,136
1990.80078125,135
1991.34375,139
1991.87109375,135
1992.3984375,135
1992.92578125,135
1993.44921875,134
1993.9765625,135
1994.50390625,135
1995.03125,135
1995.5390625,130
1996.05859375,133
1996.5859375,135
1997.1171875,136
1997.6484375,136
1998.19140625,139
1998.734375,139
1999.27734375,139
1999.81640625,138
2000.3515625,137
2000.89453125,139
2001.41796875,134
2001.94921875,136
2002.48046875,136
2003.02734375,140
2003.54296875,132
2004.0703125,135
2004.60546875,137
2005.13671875,136
2005.66796875,136
2006.21875,141
2006.75390625,137
2007.29296875,138
2007.828125,137
2008.375,140
2008.91796875,139
2009.453125,137
2009.98046875,135
2010.51953125,138
