time [s],inspiration [NA](/api/datatype/34/)
2.125,23168
2.765625,23166
4.046875,23113
6.28125,23163
8.75,23160
9.9140625,23164
10.515625,22909
11.0546875,23010
11.6953125,23286
12.46875,23358
14.4609375,22821
15.2734375,22800
16.3984375,22903
18.265625,22928
19.3203125,22654
39.015625,22439
44.9296875,20952
46.890625,21200
52.84375,18775
57.234375,22932
62.28125,23347
65.1875,22862
69.7578125,22437
75.9375,20935
78.578125,21072
81.1484375,21214
85.6328125,21101
88.2734375,21067
90.8203125,20958
92.375,20907
94.453125,20917
95.4453125,20919
96.453125,20980
98.3359375,20975
103.2109375,21056
105.578125,21080
109.96875,21039
119.0859375,21437
120.8046875,16568
122.796875,21616
124.90625,21587
126.46875,21615
143.203125,21530
151.34375,20608
156.59375,21748
160.9921875,21614
176.3203125,21599
196.515625,21581
212.890625,21577
232.890625,21524
246.015625,21368
267.4609375,21548
300.5625,21582
333.390625,21548
342.84375,21550
347.9765625,21544
353.1640625,21533
358.3828125,21542
366.9921875,21546
376.125,21568
380.734375,21551
384.7265625,21559
389.8125,21561
394.3359375,21543
401.6328125,21550
404.9453125,21557
407.515625,21544
409.59375,21550
411.8125,21539
413.6640625,21527
415.34375,21541
417.5859375,21541
419.6953125,21546
421.8359375,21534
424.0234375,21555
426.2109375,21557
427.9921875,21542
430.1484375,21552
432.2109375,21542
433.8125,21545
435.7109375,21556
437.9296875,21560
440.0234375,21565
442.1875,21550
444.9453125,21539
447.59375,21549
449.7265625,21553
451.90625,21546
455.2578125,21536
457.4375,21531
460.4375,21553
462.53125,21539
464.7578125,21541
466.9921875,21552
469.3359375,21546
472.4765625,21546
475.2578125,21551
477.4296875,21543
479.2265625,21537
480.78125,21534
482.5390625,21541
484.6328125,21560
487.0625,21553
489.25,21549
491.421875,21542
494.015625,21549
496.15625,21542
498.34375,21550
500.2109375,21546
502.2578125,21544
504.046875,21544
506.5,21540
508.640625,21543
512.359375,21582
514.203125,21552
517.2578125,21545
521.6796875,21553
524.984375,21547
527.21875,21537
533.03125,21583
541.953125,21535
544.140625,21571
547.0859375,21554
551.125,21539
553.9453125,21540
556.578125,21537
559.6953125,21538
563.34375,21537
568.375,21537
571.8359375,21540
576.046875,21559
580.0,21554
583.1015625,21550
588.3984375,21549
591.34375,21536
593.78125,21530
596.6171875,21547
601.0078125,21600
606.171875,21551
609.6796875,21544
611.671875,21552
614.46875,21548
616.8984375,21543
620.796875,21543
625.9453125,21541
629.3125,21539
632.7578125,21562
635.78125,21545
639.78125,21537
642.0546875,21539
644.71875,21532
647.359375,21542
649.5,21547
651.5859375,21553
654.7265625,21555
657.9140625,21542
661.125,21536
663.828125,21538
666.4453125,21543
668.5234375,21534
671.6484375,21542
673.765625,21535
676.875,21539
678.9453125,21542
681.0234375,21539
684.109375,21554
686.1953125,21555
688.2734375,21555
691.34375,21545
693.453125,21548
696.140625,21542
698.6796875,21545
700.8203125,21543
702.734375,21522
705.4765625,21541
708.21875,21541
710.703125,21538
713.8359375,21556
716.453125,21551
718.9921875,21552
721.109375,21545
724.234375,21541
726.9140625,21536
729.5546875,21541
731.6484375,21553
733.734375,21558
735.8125,21560
737.9296875,21551
740.9453125,21540
743.5625,21533
746.90625,21538
749.078125,21539
751.5859375,21535
754.2421875,21542
756.8671875,21537
758.9765625,21538
761.671875,21533
763.8828125,21543
766.0859375,21533
768.4375,21540
770.9609375,21554
774.1796875,21555
777.125,21552
779.546875,21544
782.84375,21542
784.9140625,21557
786.8125,21528
788.65625,21543
790.953125,21555
792.2734375,21584
794.921875,21533
797.59375,21538
799.8203125,21540
801.8515625,21553
803.6875,21546
806.5390625,21550
810.453125,21550
812.7890625,21560
815.3515625,21544
817.9375,21545
820.25,21558
822.4765625,21551
824.6640625,21554
828.015625,21561
830.2421875,21553
832.5,21552
834.7421875,21547
837.0859375,21538
839.734375,21542
842.3515625,21516
844.6015625,21533
846.8984375,21551
851.2421875,21548
854.0390625,21536
856.71875,21536
858.84375,21538
861.0078125,21542
865.203125,21525
866.765625,21528
869.1484375,21543
871.2578125,21544
873.53125,21536
