time [s],expiration [NA](/api/datatype/35/)
2.7890625,22484
5.0859375,22463
7.0546875,22430
9.1875,22415
10.625,22415
12.1640625,22371
15.25,22411
16.8515625,22385
18.671875,22290
22.515625,22406
27.3671875,22409
33.25,22344
36.484375,22363
38.4609375,22400
40.6953125,22399
44.4765625,22409
48.0,22351
52.4609375,22352
55.3203125,22414
58.171875,22352
64.671875,22357
68.328125,22370
70.2265625,22309
74.171875,22374
76.921875,22384
79.8125,22334
88.25,22473
90.6484375,22381
97.484375,22491
99.40625,22471
101.203125,22480
103.09375,22504
105.4921875,22508
107.2109375,22504
109.9375,22516
111.6953125,22502
113.625,22516
115.7578125,22524
117.765625,22497
119.65625,22519
122.4375,22531
124.171875,22519
126.3203125,22530
128.3828125,22519
130.671875,22517
133.6015625,22512
135.765625,22484
137.9375,22528
140.125,22526
142.5859375,22538
144.8359375,22527
146.8984375,22547
148.84375,22553
150.9609375,22544
153.125,22542
156.015625,22538
158.109375,22540
160.1484375,22526
162.1171875,22546
164.1015625,22517
166.7734375,22548
168.6953125,22533
170.703125,22553
173.2890625,22544
174.9921875,22528
177.140625,22540
179.171875,22548
181.1015625,22543
183.265625,22558
185.40625,22543
187.3203125,22553
189.28125,22551
191.234375,22526
194.0078125,22542
195.9375,22539
197.6015625,22537
199.28125,22556
201.21875,22551
203.1328125,22559
206.7421875,22561
208.640625,22563
210.703125,22582
213.625,22536
215.765625,22561
218.203125,22411
220.8984375,22506
223.234375,22543
224.7890625,22506
226.578125,22532
228.6171875,22550
231.765625,22568
233.3359375,22559
236.9296875,22538
238.1640625,22585
241.203125,22550
246.734375,22588
253.921875,22460
256.5546875,22565
258.0703125,22556
261.625,22564
263.4140625,22552
265.234375,22566
266.9140625,22561
269.2421875,22549
271.0546875,22541
272.71875,22573
274.671875,22498
276.609375,22574
278.28125,22555
280.109375,22564
282.046875,22565
283.9375,22500
285.59375,22568
287.296875,22573
289.7421875,22550
291.5234375,22437
293.546875,22560
295.265625,22561
297.1328125,22560
298.78125,22566
300.875,22445
302.7265625,22583
304.578125,22572
306.0078125,22571
307.6015625,22561
309.4765625,22580
311.515625,22448
313.4765625,22575
315.3359375,22552
317.234375,22561
320.1640625,22531
321.9140625,22520
323.6796875,22570
325.390625,22576
327.359375,22460
329.3125,22576
330.8046875,22540
332.203125,22585
334.5703125,22555
337.0390625,22623
338.0390625,22593
339.3671875,22544
340.8515625,22565
342.484375,22512
344.3125,22472
