time [s],RR_interval_quality [NA](/api/datatype/1004/)
5.52734375,129
6.26953125,129
7.0234375,129
7.484375,129
7.828125,129
8.42578125,129
8.76953125,129
9.18359375,1
9.828125,1
10.26171875,1
10.796875,1
11.37890625,129
11.8671875,1
12.96484375,129
13.55859375,1
14.12109375,1
14.6328125,1
15.125,1
15.5234375,129
16.2890625,129
17.14453125,129
17.58984375,1
17.9140625,129
18.7890625,129
19.26953125,1
20.25,129
20.56640625,129
21.3203125,129
21.77734375,1
22.2578125,1
22.73046875,1
23.375,129
23.66015625,129
24.40234375,1
25.13671875,1
25.5078125,129
26.11328125,1
26.59375,1
27.04296875,1
27.57421875,1
28.0703125,1
28.58203125,1
29.06640625,1
29.56640625,1
29.98046875,1
30.296875,129
30.82421875,1
31.23046875,129
31.70703125,1
32.0,129
32.48046875,1
32.921875,1
33.35546875,1
33.703125,129
34.1796875,1
34.4609375,129
35.1953125,129
35.66015625,1
36.421875,129
36.8125,1
37.078125,129
37.3671875,129
37.67578125,1
38.01953125,1
38.67578125,129
39.01953125,1
39.375,1
39.91796875,129
40.25,1
40.5390625,129
40.92578125,1
41.421875,129
41.71875,129
42.3515625,129
42.66796875,1
43.33203125,129
43.98828125,1
44.4609375,1
45.43359375,129
45.90625,129
46.5234375,1
46.890625,129
47.34765625,129
47.96875,1
48.44921875,129
48.828125,129
49.375,1
49.8515625,129
50.32421875,1
51.0703125,129
51.39453125,129
52.23828125,129
52.55078125,129
52.86328125,129
53.171875,129
53.796875,1
54.1171875,1
54.48828125,129
54.796875,1
55.328125,129
55.7265625,129
56.05078125,1
56.37109375,1
56.6796875,1
56.93359375,129
57.33984375,129
57.91015625,129
58.2890625,129
58.54296875,129
58.95703125,129
59.2265625,129
60.01171875,129
60.69140625,129
61.06640625,1
61.73828125,129
61.99609375,1
62.44140625,129
63.328125,129
64.10546875,129
64.38671875,1
64.76171875,1
65.04296875,1
65.33984375,1
65.75390625,1
66.21875,1
66.6640625,1
67.1796875,1
67.6015625,1
68.04296875,1
68.52734375,1
69.0078125,1
69.28515625,129
69.9453125,129
70.41796875,1
71.12890625,129
71.390625,129
72.00390625,129
72.29296875,129
72.58984375,129
72.89453125,129
73.23046875,129
73.828125,1
74.4609375,1
74.72265625,129
75.41015625,1
75.7265625,129
76.12109375,129
76.38671875,129
76.87109375,129
77.2421875,129
77.70703125,1
78.28125,1
78.6484375,1
78.984375,1
79.48046875,129
80.1796875,1
80.55859375,1
80.84375,129
81.30078125,1
82.140625,129
82.66015625,129
82.96875,129
83.4296875,1
83.859375,1
84.76171875,129
85.06640625,129
85.32421875,129
85.859375,1
86.5625,129
87.15234375,1
