time [s],inspiration [NA](/api/datatype/34/)
2.046875,22509
3.8046875,22518
6.2890625,22509
8.5546875,22473
10.25,22442
11.4765625,22455
13.40625,22472
15.9765625,22436
17.59375,22456
21.984375,22480
25.734375,22501
32.0078125,22495
34.5234375,22422
37.734375,22468
39.7109375,22466
43.71875,22478
46.640625,22451
51.7421875,22464
54.640625,22468
57.5625,22467
63.9375,22519
67.171875,22490
69.109375,22472
73.3671875,22482
76.125,22470
79.09375,22463
85.2265625,22563
89.8203125,22524
94.15625,22569
98.5390625,22567
100.3203125,22567
102.1640625,22576
104.640625,22586
106.5546875,22586
108.296875,22581
110.828125,22565
112.5546875,22603
114.4921875,22611
116.90625,22582
118.78125,22592
121.1328125,22600
123.2265625,22600
125.1796875,22604
127.5625,22583
129.8828125,22589
131.8203125,22605
134.71875,22575
136.8984375,22603
139.265625,22611
141.515625,22612
143.7890625,22612
146.1015625,22620
148.0546875,22621
150.0,22622
152.1796875,22622
154.7265625,22609
156.9453125,22611
159.3359375,22612
161.3125,22622
163.2734375,22614
165.5,22617
167.6875,22618
169.6015625,22613
172.5,22610
174.203125,22615
176.1328125,22615
178.21875,22623
180.109375,22620
182.09375,22615
184.5390625,22615
186.515625,22622
188.4453125,22629
190.40625,22614
192.8671875,22607
195.0,22608
196.6875,22620
198.484375,22623
200.390625,22621
202.3125,22628
205.8671875,22637
207.8359375,22635
209.625,22637
212.375,22625
214.859375,22625
216.7421875,22636
220.1953125,22547
222.34375,22603
224.140625,22621
225.90625,22607
227.4140625,22610
230.4921875,22646
232.6171875,22639
236.25,22631
237.4453125,22634
240.5625,22630
245.28125,22683
250.96875,22655
254.7890625,22618
257.3671875,22616
260.921875,22626
262.515625,22637
264.3671875,22643
266.1171875,22650
268.484375,22640
270.1640625,22644
271.90625,22645
273.765625,22652
275.796875,22647
277.5234375,22646
279.125,22642
281.265625,22657
283.1328125,22626
284.921875,22643
286.5,22660
289.0234375,22631
290.6171875,22654
292.7109375,22657
294.4296875,22644
296.4609375,22636
297.9921875,22643
299.7109375,22645
301.8203125,22638
303.703125,22642
305.375,22644
306.828125,22655
308.6328125,22655
310.3984375,22651
312.40625,22641
314.5546875,22643
316.15625,22644
317.9140625,22649
321.0390625,22643
322.921875,22646
324.4921875,22654
326.1328125,22635
328.4140625,22621
330.0234375,22647
331.5390625,22643
333.6015625,22633
335.3046875,22657
337.484375,22662
338.6484375,22653
340.140625,22656
341.59375,22641
343.421875,22586
345.3359375,22619
348.6484375,22648
350.40625,22637
352.2578125,22637
354.25,22622
356.265625,22602
360.390625,22614
364.1875,22622
365.6953125,22628
369.1015625,22648
370.8046875,22653
372.2734375,22650
373.6953125,22655
375.2265625,22664
376.765625,22650
378.40625,22651
380.46875,22658
382.3359375,22643
384.546875,22653
388.5703125,22679
391.5,22658
392.6796875,22650
394.796875,22635
398.9609375,22640
401.2265625,22652
404.9296875,22649
406.953125,22638
408.2734375,22660
410.3984375,22659
411.96875,22666
413.453125,22667
415.1875,22681
417.0625,22674
418.6171875,22671
421.5234375,22659
423.140625,22671
424.828125,22676
427.703125,22667
429.65625,22670
431.75,22695
433.484375,22683
435.640625,22673
437.1015625,22684
439.53125,22687
441.375,22683
443.53125,22690
445.5546875,22699
447.5390625,22702
449.3515625,22704
450.9765625,22697
452.8828125,22693
454.484375,22693
457.453125,22691
459.1953125,22701
461.1171875,22699
463.03125,22683
465.109375,22682
466.6796875,22684
468.2265625,22688
470.0234375,22686
476.5703125,22686
478.421875,22673
480.4296875,22686
481.7109375,22666
484.7265625,22676
486.1875,22682
487.4453125,22682
489.671875,22677
492.296875,22674
495.890625,22700
497.953125,22666
499.4453125,22679
501.28125,22683
503.3125,22683
507.46875,22678
509.59375,22688
510.9765625,22686
512.6484375,22689
514.6328125,22680
516.203125,22685
517.8984375,22680
519.7109375,22692
521.6171875,22691
523.296875,22695
524.8515625,22675
529.96875,22706
533.59375,22698
537.7734375,22674
540.875,22685
543.390625,22681
545.328125,22687
547.7265625,22687
550.1953125,22688
552.109375,22691
554.546875,22697
557.1171875,22683
560.953125,22689
563.015625,22688
564.578125,22688
566.09375,22695
567.546875,22683
570.5859375,22673
573.3359375,22682
579.3515625,22703
584.4296875,22690
586.2265625,22691
589.234375,22696
590.78125,22660
599.1796875,22711
601.90625,22686
603.5546875,22689
605.671875,22681
607.7734375,22685
610.234375,22678
615.125,22683
616.7890625,22692
618.578125,22678
621.453125,22687
624.5546875,22658
626.796875,22670
628.9140625,22672
630.9296875,22680
633.0078125,22683
635.0625,22680
637.1796875,22674
639.6875,22690
641.7578125,22688
643.96875,22705
645.4140625,22701
646.984375,22701
648.9921875,22692
652.984375,22717
655.515625,22692
656.8359375,22700
658.5234375,22704
661.0390625,22703
663.40625,22700
667.015625,22709
669.4765625,22698
671.1796875,22704
673.8203125,22691
676.609375,22702
678.7421875,22702
682.1875,22703
685.109375,22705
687.6015625,22701
690.234375,22705
692.8359375,22706
695.40625,22703
697.1484375,22688
701.8359375,22712
704.765625,22707
709.453125,22709
711.4375,22704
713.796875,22698
716.078125,22699
718.2421875,22697
720.2109375,22699
721.8984375,22703
723.5234375,22687
725.828125,22702
727.6484375,22700
730.0390625,22696
731.7421875,22707
733.5703125,22693
735.8046875,22696
738.46875,22691
742.1171875,22720
743.7578125,22701
749.4765625,22720
751.6875,22710
753.1484375,22700
755.8828125,22698
757.6953125,22701
759.328125,22708
760.671875,22711
764.59375,22716
767.1796875,22701
769.7890625,22717
772.0546875,22708
773.734375,22699
779.6171875,22695
782.0390625,22681
785.8125,22673
788.765625,22696
790.265625,22695
793.078125,22718
794.2578125,22707
797.5859375,22709
800.203125,22715
803.546875,22712
805.5234375,22700
807.2109375,22696
808.9453125,22699
812.09375,22720
813.453125,22706
815.78125,22692
817.3515625,22705
818.9453125,22684
821.4921875,22693
823.1875,22704
824.875,22708
826.96875,22691
832.03125,22722
834.6796875,22686
837.390625,22685
839.375,22707
841.1640625,22698
843.890625,22685
845.2890625,22687
847.078125,22683
848.625,22658
850.2109375,22672
851.7265625,22679
853.5703125,22679
856.1328125,22674
857.3828125,22692
859.4609375,22680
