time [s],RR_interval [s/256](/api/datatype/18/)
5.20703125,0
5.54296875,86
6.2578125,183
6.83984375,149
7.58984375,192
7.97265625,98
8.31640625,88
9.15234375,214
9.56640625,106
10.078125,131
10.7265625,166
11.05078125,83
11.328125,71
11.71875,100
12.30078125,149
12.71484375,106
13.3203125,155
13.6484375,84
13.9375,74
14.234375,76
14.9453125,182
15.921875,250
16.4140625,126
17.14453125,187
18.8203125,429
19.16796875,89
20.10546875,240
20.75390625,166
21.0234375,69
22.140625,286
22.640625,128
23.265625,160
23.73046875,119
24.05078125,82
24.32421875,70
24.78125,117
25.42578125,165
25.92578125,128
26.60546875,174
27.3046875,179
27.5625,66
28.484375,236
29.171875,176
29.4375,68
30.6953125,322
31.37109375,173
31.65234375,72
32.3828125,187
33.328125,242
33.703125,96
34.03515625,85
34.90625,223
36.0703125,298
37.18359375,285
38.13671875,244
39.49609375,348
40.0703125,147
40.8203125,192
41.19140625,95
42.26953125,276
42.62109375,90
43.13671875,132
43.85546875,184
44.4453125,151
44.76953125,83
46.08984375,338
46.82421875,188
47.53125,181
47.83203125,77
48.5703125,189
49.1015625,136
49.64453125,139
50.66015625,260
50.9375,71
51.33984375,103
51.78125,113
53.08984375,335
54.24609375,296
54.6640625,107
55.2734375,156
55.91015625,163
56.6328125,185
57.1640625,136
57.99609375,213
58.27734375,72
58.66796875,100
59.80078125,290
60.2421875,113
60.73828125,127
61.14453125,104
61.3984375,65
61.890625,126
62.5703125,174
63.58203125,259
64.3984375,209
64.86328125,119
65.3515625,125
66.4296875,276
66.91015625,123
67.55078125,164
68.37890625,212
69.03125,167
69.3515625,82
69.94921875,153
70.25390625,78
71.59765625,344
72.04296875,114
72.4921875,115
72.984375,126
73.41015625,109
73.75,87
74.015625,68
74.484375,120
74.97265625,125
75.58203125,156
76.0546875,121
76.6328125,148
77.1796875,140
77.60546875,109
78.40234375,204
78.80859375,104
79.60546875,204
80.0234375,107
80.6484375,160
81.27734375,161
81.96875,177
82.54296875,147
83.1640625,159
83.83203125,171
84.31640625,124
84.64453125,84
85.48046875,214
86.03515625,142
86.71484375,174
87.28125,145
87.84765625,145
88.4765625,161
89.02734375,141
89.875,217
90.453125,148
91.16015625,181
91.64453125,124
92.58984375,242
93.3984375,207
94.11328125,183
95.26953125,296
95.55859375,74
96.3515625,203
97.39453125,267
97.80078125,104
98.640625,215
99.37890625,189
99.65234375,70
100.0,89
100.5859375,150
100.8828125,76
101.47265625,151
102.390625,235
103.21875,212
104.578125,348
105.12890625,141
106.49609375,350
106.8125,81
107.1171875,78
107.5625,114
107.97265625,105
108.359375,99
108.95703125,153
109.47265625,132
110.08984375,158
111.1953125,283
112.1875,254
112.734375,140
113.34765625,157
113.92578125,148
114.234375,79
114.5703125,86
115.33203125,195
115.6015625,69
116.359375,194
116.6328125,70
117.41796875,201
117.6875,69
118.07421875,99
118.57421875,128
119.125,141
119.6953125,146
120.19140625,127
120.6796875,125
121.203125,134
121.7265625,134
122.28125,142
122.77734375,127
123.375,153
123.83984375,119
124.44921875,156
125.01953125,146
125.703125,175
126.12890625,109
126.62109375,126
127.1953125,147
127.71875,134
128.44921875,187
128.78125,85
129.33984375,143
129.80078125,118
130.3515625,141
130.97265625,159
131.546875,147
132.0390625,126
132.51171875,121
133.23828125,186
133.81640625,148
134.1484375,85
134.875,186
135.2421875,94
135.7578125,132
136.28125,134
136.78515625,129
137.2578125,121
137.7734375,132
138.3359375,144
138.88671875,141
139.37109375,124
139.8828125,131
140.4375,142
140.9609375,134
141.46484375,129
141.96875,129
142.58984375,159
143.02734375,112
143.5703125,139
144.0859375,132
144.609375,134
145.14453125,137
145.6796875,137
146.19140625,131
146.76171875,146
147.3359375,147
147.859375,134
148.61328125,193
148.8671875,65
149.50390625,163
150.06640625,144
150.609375,139
151.171875,144
151.859375,176
152.3359375,122
152.734375,102
153.3125,148
153.8203125,130
154.375,142
154.9375,144
155.4921875,142
156.046875,142
156.5234375,122
157.19140625,171
157.734375,139
158.27734375,139
158.7890625,131
159.3515625,144
159.890625,138
160.5078125,158
