time [s],expiration [NA](/api/datatype/35/)
4.34375,21264
6.4765625,21258
9.515625,21257
12.1953125,21262
14.8984375,21268
17.734375,21259
20.3671875,21271
22.984375,21272
25.6171875,21269
28.1953125,21277
30.40625,21271
32.796875,21266
35.21875,21267
37.6171875,21265
40.203125,21264
42.4765625,21273
44.765625,21252
47.3125,21258
50.8671875,21270
54.1328125,21258
56.8046875,21266
59.6796875,21260
62.3203125,21255
65.0546875,21253
68.5078125,21267
71.3046875,21264
73.828125,21268
77.1171875,21259
78.734375,21259
80.0703125,21235
81.8984375,21225
84.3203125,21225
86.5,21221
89.1171875,21218
91.7265625,21226
94.1875,21247
96.75,21244
99.328125,21239
101.3515625,21232
104.1796875,21258
106.2578125,21283
109.578125,21283
111.7265625,21279
114.0625,21280
115.765625,21286
118.6953125,21254
121.6015625,21221
123.6015625,21189
126.671875,21154
129.171875,21176
131.9296875,21153
136.7734375,21166
145.265625,21163
146.78125,21130
148.5546875,21139
150.46875,21129
152.5546875,21150
155.3359375,21229
158.9375,21234
161.234375,21241
163.5546875,21247
166.3203125,21234
168.6875,21226
171.0390625,21232
173.3671875,21257
175.46875,21246
177.78125,21242
179.9296875,21232
182.1015625,21245
184.84375,21272
186.7421875,21265
188.9375,21299
190.9296875,21280
193.125,21264
197.0,21330
198.546875,21274
200.578125,21253
203.078125,21265
205.21875,21270
207.40625,21270
209.5,21271
211.4375,21278
214.9921875,21314
216.65625,21317
218.828125,21247
225.0625,21256
227.4296875,21311
229.171875,21286
230.4453125,21284
234.6015625,21297
239.0,21261
240.6484375,21243
243.328125,21281
246.6640625,21251
248.3515625,21247
252.1015625,21259
254.1484375,21231
256.2734375,21276
258.15625,21225
261.203125,21250
264.046875,21251
266.6015625,21253
269.078125,21230
271.640625,21249
274.84375,21218
277.6875,21241
280.859375,21237
285.1640625,21254
287.75,21253
290.4921875,21243
293.3671875,21236
295.9140625,21245
298.6171875,21244
300.8125,21250
303.59375,21233
306.09375,21234
308.5390625,21233
311.3828125,21235
314.0625,21234
316.5546875,21244
319.359375,21244
321.8984375,21251
324.0390625,21243
326.484375,21228
329.0859375,21229
333.296875,21251
335.765625,21257
337.9375,21253
340.78125,21256
343.4375,21258
345.5703125,21263
348.8828125,21271
350.484375,21263
352.6953125,21233
354.875,21289
356.4140625,21262
359.6953125,21256
362.109375,21248
364.8828125,21253
367.21875,21255
369.765625,21243
373.0625,21247
374.90625,21250
377.34375,21248
379.390625,21226
381.4296875,21294
384.2890625,21277
386.2421875,21298
388.8125,21269
391.546875,21270
394.3671875,21267
396.859375,21272
399.0703125,21283
401.453125,21272
403.9140625,21280
406.296875,21282
408.3984375,21270
411.5546875,21300
414.1875,21279
419.109375,21308
423.5703125,21269
425.5703125,21292
428.140625,21243
430.78125,21259
433.0,21254
434.8515625,21257
437.1796875,21255
439.4453125,21251
441.5859375,21278
443.703125,21269
445.953125,21248
448.546875,21254
450.515625,21274
452.6328125,21267
454.390625,21275
456.3828125,21239
458.46875,21254
460.3359375,21255
462.6875,21247
465.1796875,21252
467.6015625,21244
470.328125,21260
472.28125,21258
474.140625,21273
476.359375,21234
478.578125,21261
480.7578125,21238
482.8515625,21261
485.3828125,21204
487.78125,21277
489.9453125,21293
492.078125,21296
494.71875,21286
496.796875,21265
499.046875,21251
501.53125,21251
504.2421875,21261
507.140625,21248
510.0625,21254
513.125,21252
515.8046875,21263
518.171875,21262
520.7109375,21250
523.7890625,21255
527.046875,21260
529.1640625,21260
531.1875,21254
533.2265625,21246
535.25,21259
537.0234375,21265
539.6640625,21260
542.28125,21270
544.109375,21259
546.1484375,21265
547.6875,21277
550.359375,21253
552.6015625,21265
555.796875,21247
558.34375,21255
560.765625,21258
563.1796875,21257
565.3828125,21249
568.03125,21256
570.6328125,21313
573.828125,21269
576.28125,21272
578.65625,21265
581.0703125,21248
583.8125,21263
587.2734375,21232
589.578125,21249
591.7109375,21239
594.078125,21247
596.46875,21251
598.1953125,21270
603.4140625,21258
605.3828125,21249
607.328125,21258
609.59375,21246
612.046875,21248
614.6171875,21238
617.0703125,21249
619.5546875,21249
622.078125,21243
625.8046875,21322
629.0859375,21262
631.578125,21239
634.0625,21259
636.8046875,21252
639.09375,21263
641.265625,21314
643.2109375,21260
645.6015625,21253
648.0390625,21265
650.4375,21260
652.984375,21253
655.6796875,21268
658.2578125,21261
660.5,21260
662.8828125,21265
665.3515625,21272
667.6796875,21261
670.1171875,21255
672.3984375,21276
674.9140625,21265
677.265625,21271
679.75,21264
681.8671875,21264
684.1640625,21279
686.4375,21274
688.7421875,21271
690.703125,21282
692.71875,21261
694.8359375,21258
697.03125,21275
700.9921875,21283
703.5234375,21277
705.8515625,21267
707.9296875,21292
710.234375,21246
712.46875,21240
715.171875,21254
717.765625,21270
720.046875,21252
722.5078125,21268
724.765625,21266
726.984375,21263
729.5234375,21258
732.3203125,21259
734.75,21267
737.3671875,21269
739.9453125,21261
742.7890625,21271
745.1796875,21288
747.2890625,21276
749.5390625,21273
752.328125,21278
754.921875,21291
756.9296875,21310
759.0625,21301
761.296875,21306
763.3125,21311
765.390625,21304
767.4375,21298
769.625,21313
771.7109375,21295
773.8359375,21283
776.2890625,21278
778.4609375,21287
780.53125,21299
782.875,21281
785.234375,21274
787.625,21276
789.890625,21273
792.03125,21283
794.234375,21273
796.3046875,21274
798.6640625,21281
801.2265625,21269
803.5703125,21282
806.21875,21304
808.21875,21262
810.1640625,21298
811.796875,21290
813.65625,21295
815.4609375,21302
817.515625,21295
819.515625,21289
822.0703125,21308
824.9921875,21274
827.1015625,21288
831.578125,21310
833.484375,21308
836.6171875,21297
838.6171875,21289
840.4765625,21275
842.375,21286
844.234375,21304
845.9765625,21305
848.1640625,21300
850.109375,21299
852.015625,21293
854.109375,21276
855.9921875,21282
857.796875,21280
860.4921875,21272
862.96875,21284
865.296875,21287
867.2421875,21282
870.078125,21303
872.1953125,21278
874.0,21268
876.109375,21267
878.3828125,21267
881.734375,21307
884.71875,21249
888.3359375,21254
890.2578125,21279
892.3984375,21284
894.2421875,21240
896.109375,21273
897.8828125,21266
900.15625,21243
902.5546875,21268
905.5625,21259
907.90625,21259
910.2734375,21256
911.84375,21283
914.2109375,21265
916.203125,21237
918.765625,21251
921.1015625,21245
923.1015625,21254
925.4609375,21254
928.0546875,21236
930.4921875,21255
932.9609375,21263
935.4375,21263
937.8828125,21264
940.6328125,21228
943.125,21264
945.7734375,21245
948.5390625,21239
951.453125,21245
954.2265625,21255
956.8046875,21250
959.6953125,21251
962.4375,21252
965.1015625,21239
967.6640625,21254
970.0625,21250
972.2890625,21254
974.953125,21254
977.34375,21258
979.9296875,21242
981.8984375,21254
983.8671875,21258
985.6171875,21246
987.921875,21253
990.8125,21270
992.3984375,21271
994.1171875,21257
995.953125,21260
997.5234375,21249
999.0,21229
1000.59375,21238
1002.2109375,21233
1003.859375,21247
1006.0859375,21250
1008.2578125,21234
1010.5390625,21243
1012.6015625,21255
1014.6171875,21248
1016.6640625,21251
1018.75,21226
1021.09375,21230
1023.34375,21233
1025.7265625,21253
1028.1171875,21239
1030.421875,21246
1032.40625,21254
1034.3671875,21259
1036.6015625,21225
1039.0546875,21222
1041.328125,21223
1043.578125,21229
1045.8125,21245
1047.8046875,21231
1049.7578125,21232
1051.859375,21227
1053.7578125,21226
1055.578125,21227
1057.6796875,21201
1059.328125,21258
1060.765625,21230
1061.953125,21242
1063.6015625,21252
1064.9375,21240
1066.859375,21271
1068.296875,21283
1069.8125,21287
1071.40625,21252
1073.046875,21268
1074.6640625,21254
1076.53125,21249
1078.078125,21247
1079.71875,21237
1081.296875,21240
1083.2578125,21237
1085.125,21234
1086.8671875,21237
1088.5078125,21237
1090.3203125,21246
1092.328125,21244
1094.1015625,21247
1095.9375,21249
1097.8125,21236
1100.0078125,21234
1101.921875,21236
1103.84375,21243
1105.7578125,21241
1107.4375,21241
1109.5,21248
1111.265625,21252
1112.7734375,21276
1114.484375,21271
1116.65625,21247
1118.5546875,21272
1120.3515625,21261
1122.375,21240
1124.3203125,21234
1127.046875,21271
1128.5234375,21231
1130.75,21229
1135.6640625,21211
1137.7578125,21254
1139.859375,21243
1141.828125,21256
1143.765625,21261
1145.7109375,21236
1147.6640625,21239
1149.703125,21245
1151.5703125,21252
1153.4296875,21240
1155.1328125,21236
1157.828125,21220
1160.671875,21237
1162.765625,21224
1164.8359375,21233
1167.671875,21239
1169.7265625,21228
1171.7109375,21249
1174.5078125,21219
1176.484375,21235
1178.40625,21245
1180.5,21258
1183.3671875,21257
1185.234375,21246
1187.0,21253
1189.078125,21249
1191.1796875,21249
1193.109375,21249
1194.734375,21254
1197.0078125,21265
1198.640625,21255
1201.3671875,21279
1203.1640625,21243
1204.9921875,21245
1207.0859375,21249
1208.828125,21271
1210.453125,21264
1212.0859375,21267
1214.09375,21269
1215.8203125,21295
1217.5859375,21263
1219.71875,21256
1221.4296875,21278
1223.2578125,21257
1225.1015625,21255
1227.3203125,21268
1230.765625,21255
1233.5625,21246
1235.7890625,21229
1238.8203125,21226
1240.09375,21263
1242.359375,21240
1246.4375,21271
1249.25,21210
1251.4140625,21224
1254.4296875,21205
1256.546875,21227
1260.578125,21242
1262.71875,21217
1265.4296875,21241
1270.21875,21251
1273.3046875,21227
1277.3203125,21210
1281.328125,21251
1283.390625,21211
1286.1171875,21226
1290.296875,21229
1293.9609375,21254
1296.375,21219
1298.3515625,21248
1300.4140625,21234
1303.4296875,21254
1305.3984375,21263
1307.546875,21249
1309.5546875,21240
1311.578125,21236
1314.0,21246
1316.046875,21254
1317.8828125,21244
1320.078125,21254
1322.09375,21259
1324.171875,21259
1326.3203125,21254
1328.2578125,21248
1330.28125,21255
1332.1328125,21241
1334.046875,21255
1338.40625,21247
1340.8828125,21236
1343.5078125,21234
1347.6796875,21270
1349.3515625,21219
1352.3828125,21208
1355.5703125,21273
1357.296875,21223
1359.6953125,21243
1361.8125,21236
1363.796875,21240
1365.953125,21264
1367.8125,21252
1369.5390625,21250
1371.5703125,21250
1373.5859375,21254
1375.6875,21253
1377.8125,21261
1380.265625,21233
1382.84375,21287
1384.6328125,21261
1386.671875,21257
1388.6640625,21275
1390.3828125,21282
1392.046875,21279
1393.9140625,21260
1395.8359375,21255
1397.953125,21264
1399.8046875,21267
1402.0859375,21244
1404.2109375,21273
1406.3046875,21268
1408.4453125,21266
1410.8828125,21243
1413.1328125,21267
1415.2734375,21276
1417.3359375,21266
1420.0234375,21273
1422.453125,21273
1424.625,21278
1426.9140625,21273
1428.9296875,21269
1431.4375,21271
1433.6328125,21265
1435.703125,21260
1437.78125,21293
1439.5390625,21300
1441.4921875,21290
1443.234375,21279
1444.765625,21268
1446.453125,21291
1448.0,21255
1449.78125,21236
1453.78125,21246
1455.8671875,21271
1458.3515625,21249
1460.5625,21260
1463.6171875,21235
1466.4296875,21257
1470.3203125,21277
1471.7578125,21267
1473.7734375,21248
1476.140625,21261
1478.78125,21296
1483.4375,21261
1485.234375,21275
1487.0625,21276
1489.1328125,21263
1493.3984375,21214
1496.9140625,21279
1498.859375,21276
1501.6875,21197
1507.8203125,21312
1509.328125,21329
1511.171875,21223
1512.9765625,21204
1515.125,21210
1517.9140625,21167
1519.265625,21207
1521.90625,16970
1523.0859375,16117
1525.40625,21060
1526.859375,21087
1528.0390625,21887
1529.3515625,21990
1531.359375,22810
1532.03125,22896
1532.65625,22917
1534.9453125,22441
1536.59375,22926
1538.234375,22997
1539.640625,23431
1541.0546875,23431
1541.7890625,23102
1543.6171875,23194
