time [s],RR_interval_quality [NA](/api/datatype/1004/)
5.62109375,129
6.1171875,129
7.92578125,129
8.515625,129
8.94921875,129
9.30078125,129
9.69921875,129
10.16015625,1
10.9140625,129
11.765625,1
12.13671875,1
12.45703125,129
12.96875,1
13.328125,1
14.12109375,1
14.53125,1
14.95703125,1
15.39453125,1
15.90234375,1
17.03125,129
18.546875,129
19.33203125,1
19.78515625,1
20.25,1
20.88671875,129
21.26953125,1
22.19140625,129
23.078125,129
23.58203125,1
24.3203125,129
25.171875,129
25.92578125,1
26.7421875,1
27.30078125,129
28.1875,1
28.68359375,129
29.38671875,1
30.0546875,1
30.74609375,1
31.6796875,1
32.35546875,1
33.0625,1
33.9921875,129
34.546875,1
36.15625,129
36.74609375,1
37.0390625,129
38.07421875,129
38.4296875,129
39.10546875,1
39.58984375,129
40.4453125,129
41.01953125,1
41.375,129
42.3125,1
43.3046875,1
44.04296875,1
44.54296875,129
45.1875,1
45.796875,1
46.4453125,1
47.16796875,1
47.45703125,129
48.68359375,1
49.0625,129
50.890625,129
51.30078125,129
51.5703125,129
51.83984375,1
52.34375,1
52.90625,1
53.2421875,1
54.1171875,129
55.046875,1
55.47265625,1
55.9765625,1
56.6328125,1
57.4375,1
58.2109375,1
58.75,1
59.43359375,1
59.71875,1
60.05078125,1
60.65234375,1
61.33203125,1
62.0703125,1
62.74609375,1
63.078125,129
63.7265625,1
64.296875,1
65.671875,129
66.6015625,129
67.25,1
67.8359375,1
68.24609375,129
68.97265625,1
69.546875,1
70.96875,129
72.19140625,129
72.80078125,1
73.3984375,1
74.16015625,129
75.86328125,129
76.30078125,129
77.33203125,129
78.35546875,129
79.21875,129
79.87109375,1
80.5546875,1
80.8125,129
81.296875,1
82.0859375,1
83.42578125,1
84.16015625,1
85.25390625,1
86.2265625,1
87.8984375,129
88.49609375,129
89.125,1
89.70703125,1
90.390625,1
91.015625,1
92.23828125,129
92.5703125,129
93.125,1
94.9375,129
95.24609375,129
