time [s],inspiration [NA](/api/datatype/34/)
2.71875,22855
3.25,22854
4.96875,22864
6.734375,22840
10.171875,22823
12.78125,22854
14.875,22834
16.203125,22844
19.6328125,22878
21.59375,22877
24.375,22885
26.7578125,22883
28.8046875,22882
31.359375,22884
33.765625,22848
36.5546875,22813
38.828125,22808
41.7109375,22814
45.0546875,22883
47.1484375,22860
49.625,22878
54.265625,22885
55.859375,22873
58.1484375,22874
59.6484375,22876
61.953125,22879
64.0,22874
66.265625,22880
68.3984375,22874
70.1875,22873
73.265625,22886
75.453125,22870
77.5234375,22859
80.6640625,22856
83.21875,22857
86.4609375,22865
88.4609375,22873
91.5859375,22876
93.8984375,22873
96.4140625,22878
98.4453125,22883
101.484375,22875
104.03125,22891
105.7421875,22886
107.4375,22876
110.5234375,22889
112.0,22874
114.609375,22887
116.1953125,22881
119.6171875,22887
123.875,22869
125.828125,22888
127.5859375,22893
129.6953125,22873
131.7578125,22881
133.65625,22886
135.5078125,22881
137.2890625,22885
139.140625,22888
140.71875,22887
142.3671875,22887
143.9765625,22881
145.5703125,22879
147.671875,22897
149.3046875,22896
151.140625,22891
152.9921875,22891
154.5546875,22899
156.984375,22900
158.8125,22902
161.0,22900
162.890625,22896
165.6015625,22894
167.7734375,22890
170.296875,22884
172.0703125,22879
174.171875,22886
176.328125,22889
178.7421875,22888
180.1328125,22885
182.765625,22885
184.25,22877
186.1875,22883
187.6640625,22884
190.3828125,22884
192.2890625,22865
193.7890625,22887
194.75,22882
197.59375,22885
199.0390625,22878
200.578125,22890
202.4296875,22897
206.7578125,22896
208.578125,22899
210.5,22894
211.875,22907
213.8671875,22864
215.4140625,22898
218.5390625,22898
221.2578125,22885
224.5,22891
226.234375,22889
228.265625,22884
229.953125,22878
231.2734375,22878
232.6328125,22883
234.09375,22882
238.984375,22881
241.5703125,22885
243.609375,22882
245.984375,22880
248.1875,22881
250.3515625,22882
252.828125,22883
255.2578125,22878
257.53125,22873
259.7890625,22877
262.7421875,22873
265.109375,22868
267.21875,22864
269.8828125,22864
272.234375,22862
274.78125,22864
277.0625,22864
281.3046875,22859
284.03125,22859
286.15625,22858
288.625,22861
290.96875,22861
293.515625,22864
296.4375,22859
298.4375,22865
299.71875,22872
301.8203125,22882
303.0390625,22891
305.3046875,22893
306.578125,22872
307.5546875,22867
308.34375,22869
309.6171875,22878
310.7421875,22881
311.3515625,22881
312.4375,22886
314.8203125,22903
316.9140625,22907
319.109375,22924
320.7890625,22886
323.640625,22884
324.984375,22889
328.09375,22899
329.3984375,22887
333.2109375,22930
336.2109375,22878
338.0546875,22885
339.5703125,22880
341.328125,22891
343.4765625,22901
344.78125,22900
346.375,22894
348.2578125,22896
350.4765625,22898
352.6015625,22903
354.6953125,22895
357.1875,22897
360.984375,22884
364.8125,22906
366.8828125,22895
368.9765625,22888
371.34375,22884
373.1015625,22889
376.078125,22892
378.2109375,22899
379.484375,22896
382.7421875,22899
385.671875,22890
387.3515625,22892
390.15625,22897
392.3203125,22903
394.4453125,22899
395.890625,22909
397.8984375,22906
400.0859375,22894
403.7890625,22891
406.2734375,22923
410.1171875,22900
414.1171875,22909
416.78125,22907
418.3125,22901
420.4375,22901
422.4296875,22899
424.265625,22903
426.296875,22904
429.4140625,22907
431.5390625,22908
432.4296875,22915
433.4140625,22905
434.453125,22910
436.484375,22907
437.6640625,22913
439.796875,22905
441.5859375,22909
444.328125,22909
446.765625,22921
448.796875,22925
450.7109375,22920
452.4921875,22914
454.5625,22903
456.875,22908
459.0703125,22921
462.203125,22924
464.3671875,22918
466.7109375,22913
468.671875,22906
470.9765625,22906
477.7421875,22902
479.1953125,22908
482.59375,22909
484.6953125,22913
490.5859375,22918
492.9765625,22914
495.3125,22904
497.3984375,22912
500.1953125,22913
501.703125,22909
503.5390625,22908
504.6171875,22902
505.4140625,22904
506.65625,22903
508.71875,22904
510.8828125,22914
511.7890625,22918
512.9453125,22911
513.546875,22910
514.8515625,22902
515.8515625,22910
517.8984375,22909
