time [s],expiration [NA](/api/datatype/35/)
3.3515625,21413
5.703125,21418
10.1015625,21422
12.5625,21427
15.1796875,21418
17.03125,21447
18.3125,21456
20.359375,21408
22.203125,21467
23.6640625,21460
25.234375,21458
27.203125,21460
30.5390625,21451
31.5625,21440
33.359375,21455
35.15625,21473
36.6953125,21451
40.2265625,21403
41.6875,21392
45.3046875,21465
46.3984375,21446
47.90625,21438
49.3046875,21451
51.4609375,21446
53.3046875,21463
55.7890625,21461
57.28125,21460
58.8828125,21457
61.09375,21450
62.8359375,21440
64.9765625,21438
66.671875,21479
68.90625,21407
70.8984375,21445
72.5078125,21432
74.734375,21439
76.8359375,21438
78.84375,21426
80.6875,21437
82.4609375,21424
84.234375,21447
85.9140625,21423
87.5390625,21431
88.6875,21450
90.21875,21451
91.3515625,21456
92.9453125,21448
94.6015625,21441
97.828125,21434
99.21875,21427
100.3359375,21446
101.1171875,21454
102.1875,21451
103.828125,21441
106.0,21448
107.90625,21448
109.8125,21444
111.9921875,21441
114.1015625,21417
119.7109375,21414
121.875,21439
123.015625,21435
124.7265625,21449
127.4921875,21445
129.1171875,21456
131.78125,21300
135.4921875,21445
137.125,21432
139.1640625,21453
141.296875,21445
143.515625,21460
147.5234375,21452
149.8984375,21445
151.609375,21446
153.7109375,21425
155.59375,21436
157.3515625,21447
159.046875,21432
160.78125,21424
162.5,21441
164.2890625,21446
165.953125,21439
167.703125,21450
169.8203125,21442
171.5234375,21445
173.8359375,21437
175.5703125,21444
177.2578125,21450
178.96875,21455
181.0859375,21436
182.921875,21444
184.671875,21452
186.828125,21451
189.1953125,21428
191.171875,21443
193.1171875,21443
194.8515625,21449
196.9140625,21443
198.796875,21444
200.90625,21446
202.4296875,21448
204.359375,21423
205.8984375,21461
207.7734375,21444
209.2421875,21462
211.1875,21420
213.4453125,21444
215.125,21444
217.1484375,21425
218.65625,21416
220.3203125,21417
222.21875,21453
224.4609375,21456
226.078125,21463
227.3125,21446
228.8125,21434
230.71875,21443
232.375,21435
234.1796875,21449
235.765625,21452
236.8984375,21454
238.6171875,21443
240.3515625,21428
242.1328125,21440
243.859375,21441
245.5546875,21444
247.2578125,21455
248.9609375,21447
250.671875,21434
252.3828125,21436
255.1953125,21422
256.9296875,21433
258.6796875,21448
260.3828125,21426
262.125,21453
263.8671875,21454
266.0390625,21439
267.734375,21449
269.46875,21440
271.1875,21445
273.109375,21451
275.203125,21453
277.1328125,21439
278.5703125,21419
281.2421875,21456
282.8515625,21448
284.4453125,21453
286.4296875,21461
288.796875,21473
290.2265625,21444
292.3828125,21424
294.8203125,21486
297.3828125,21462
299.578125,21461
302.1171875,21492
305.1640625,21444
306.921875,21469
308.96875,21474
310.1328125,21461
311.171875,21451
312.9609375,21471
314.5546875,21458
316.1796875,21469
317.796875,21460
319.6015625,21442
320.8984375,21436
323.03125,21452
324.8046875,21447
326.4765625,21457
328.0703125,21452
329.578125,21458
331.6796875,21426
334.53125,21462
336.2734375,21449
338.0625,21448
339.8828125,21448
342.9765625,21267
347.5,21460
349.6015625,21458
351.5703125,21454
353.6328125,21422
355.0703125,21425
356.65625,21445
358.890625,21444
360.9765625,21471
364.6640625,21359
368.890625,21454
371.078125,21445
372.671875,21435
373.8984375,21413
375.765625,21399
377.5703125,21412
379.421875,21429
381.421875,21411
383.515625,21388
385.6953125,21412
388.390625,21427
390.2421875,21435
392.1328125,21406
394.140625,21428
396.265625,21406
398.8046875,21351
401.0,21419
402.953125,21421
405.0,21407
407.46875,21388
409.4765625,21400
410.90625,21407
412.546875,21393
414.28125,21385
416.046875,21398
417.859375,21390
419.84375,21396
422.0703125,21372
424.140625,21381
426.140625,21376
428.359375,21373
430.96875,21389
433.109375,21365
435.359375,21376
437.171875,21396
438.96875,21401
441.1796875,21401
442.6171875,21396
444.3671875,21396
446.1171875,21383
447.90625,21395
449.625,21393
451.4921875,21411
453.4140625,21393
455.25,21401
458.1328125,21285
461.7109375,21453
463.703125,21439
465.84375,21423
467.5703125,21423
469.5625,21438
471.515625,21446
473.4375,21434
475.4765625,21424
477.4609375,21439
479.390625,21438
481.1796875,21442
483.109375,21428
484.78125,21433
486.78125,21441
488.78125,21428
490.828125,21432
492.9140625,21442
495.34375,21435
496.6328125,21416
498.1328125,21420
499.546875,21432
501.3046875,21447
503.1640625,21437
505.1875,21428
507.15625,21433
509.1328125,21438
510.90625,21420
512.875,21409
514.4765625,21434
516.1953125,21430
517.859375,21436
519.7109375,21430
521.3046875,21420
523.390625,21424
525.15625,21433
526.890625,21428
528.6015625,21426
530.5859375,21435
533.109375,21429
534.796875,21441
536.46875,21432
538.6875,21428
540.359375,21428
542.3984375,21422
544.2890625,21428
545.9140625,21447
547.78125,21438
549.6171875,21441
551.4375,21433
553.1328125,21437
554.8828125,21437
556.8359375,21422
558.546875,21434
560.546875,21425
562.890625,21451
565.0703125,21445
567.203125,21445
569.1640625,21450
571.2265625,21462
573.09375,21465
574.734375,21472
576.59375,21456
578.5,21454
580.4921875,21443
582.421875,21453
584.1796875,21457
586.3203125,21440
587.984375,21454
589.09375,21442
590.4609375,21430
591.890625,21414
593.734375,21424
594.8671875,21416
596.046875,21434
597.15625,21426
598.6640625,21400
600.125,21375
602.6953125,21406
606.765625,21422
608.921875,21417
611.640625,21432
613.578125,21404
616.1640625,21394
617.7109375,21417
619.6484375,21420
620.8671875,21418
622.0625,21392
625.3984375,21434
626.8515625,21443
629.125,21444
630.4921875,21433
631.6953125,21438
633.0703125,21447
634.2890625,21432
636.3984375,21410
639.875,21416
642.1640625,21406
648.1171875,21408
649.6484375,21418
651.3515625,21421
652.9296875,21427
654.703125,21431
656.15625,21434
658.2890625,21416
659.9296875,21421
661.7578125,21403
663.3828125,21427
665.09375,21421
666.7421875,21435
668.6015625,21410
670.8515625,21429
672.8203125,21419
674.796875,21428
676.6953125,21421
678.546875,21426
680.6640625,21429
682.34375,21424
684.1015625,21429
685.7890625,21436
688.46875,21418
690.3671875,21420
692.390625,21424
694.09375,21424
695.734375,21427
697.5078125,21425
699.1484375,21422
700.984375,21422
702.9140625,21426
704.6796875,21431
706.15625,21425
707.859375,21429
709.9453125,21421
711.6171875,21422
713.2265625,21418
715.3984375,21409
717.0546875,21425
719.015625,21428
721.4375,21434
723.125,21416
