time [s],RR_interval_quality [NA](/api/datatype/1004/)
5.0078125,129
5.64453125,129
6.02734375,129
6.56640625,129
6.859375,129
7.15234375,129
7.50390625,129
8.14453125,1
8.625,1
9.6640625,129
10.2421875,1
10.5078125,1
11.40625,129
12.02734375,1
12.98046875,129
13.44140625,129
13.82421875,129
14.8984375,1
15.26171875,1
15.82421875,1
16.2890625,1
16.8125,1
17.28515625,1
17.625,129
18.23828125,1
18.8125,1
19.3359375,1
19.73828125,1
20.0078125,129
20.5625,1
20.96484375,1
21.8125,129
22.734375,129
23.58203125,129
23.8828125,129
24.72265625,1
25.515625,1
26.5703125,129
27.16015625,129
28.42578125,129
28.76171875,129
29.5546875,1
29.83984375,129
30.32421875,129
32.1796875,129
33.15625,1
35.00390625,129
35.62109375,1
36.0859375,129
36.66796875,129
37.28125,1
37.80859375,1
38.31640625,1
39.6015625,129
40.06640625,1
40.421875,129
41.1640625,129
41.4765625,129
42.20703125,129
42.76171875,1
43.67578125,1
44.48828125,1
44.78125,129
45.34375,1
45.8671875,1
46.6953125,1
47.109375,129
47.37890625,129
47.85546875,129
48.1875,129
48.92578125,1
49.3515625,129
49.88671875,129
50.37890625,1
51.375,129
51.7265625,129
52.21875,1
53.671875,129
54.2265625,1
54.88671875,129
55.41015625,1
56.66015625,129
57.2265625,1
57.50390625,129
58.9765625,129
60.0625,129
60.91015625,129
61.18359375,129
61.7265625,1
62.8984375,1
63.3203125,129
63.91015625,1
64.7578125,129
65.12890625,129
65.68359375,1
66.41796875,129
67.28125,129
68.34375,129
69.22265625,1
71.17578125,129
72.0859375,1
72.93359375,1
73.51171875,1
74.19921875,1
75.03125,1
75.60546875,1
76.48828125,1
77.73828125,129
78.6953125,1
79.1953125,129
80.51953125,129
80.95703125,129
81.83203125,1
82.75,1
83.07421875,129
83.73828125,129
84.36328125,129
85.64453125,129
86.15625,129
86.984375,1
87.4375,129
88.23046875,1
88.640625,129
89.015625,129
89.35546875,1
89.921875,1
90.77734375,1
91.125,1
91.734375,129
92.4921875,1
93.05859375,1
93.5234375,129
94.08984375,1
94.6015625,1
95.1328125,1
95.6640625,1
96.19140625,1
96.7421875,1
97.29296875,1
97.84375,1
98.39453125,1
98.98046875,1
99.61328125,1
100.2578125,1
100.75,1
102.4296875,129
103.51953125,129
104.05078125,1
104.546875,1
105.0703125,1
105.61328125,1
106.203125,1
106.8203125,1
107.4453125,1
108.109375,1
108.75,1
109.01171875,129
110.01171875,129
110.6875,1
111.19921875,1
112.078125,129
112.609375,1
113.0,129
113.4140625,129
113.77734375,129
114.0703125,129
114.38671875,129
115.19140625,1
115.6640625,129
116.578125,1
117.1640625,1
117.578125,1
118.6328125,1
119.13671875,1
119.78125,129
120.2265625,1
120.703125,1
121.41796875,129
123.26171875,129
123.60546875,129
123.921875,129
125.12109375,129
126.44921875,129
126.92578125,1
127.1796875,129
128.0703125,129
129.03515625,129
129.7421875,1
130.3828125,1
130.671875,129
131.32421875,1
131.60546875,129
131.90625,129
132.1953125,1
132.74609375,1
133.0625,1
134.65625,129
135.08984375,1
135.58984375,1
136.5390625,1
137.1171875,1
137.65625,1
138.2578125,1
138.6015625,129
139.7578125,129
140.3203125,1
141.74609375,129
142.234375,1
143.47265625,129
144.984375,129
145.69140625,1
146.43359375,129
146.8984375,129
147.21484375,129
147.97265625,129
149.6171875,129
150.40625,1
151.36328125,1
151.8125,129
152.25,1
153.453125,129
153.98828125,1
154.890625,1
155.8046875,1
156.0859375,129
156.9140625,1
157.453125,129
157.99609375,1
158.5390625,1
159.0859375,1
159.63671875,1
160.1875,1
160.7421875,1
161.31640625,1
161.89453125,1
162.4609375,1
163.04296875,1
163.65234375,1
164.23828125,1
164.83203125,1
165.4375,1
166.01953125,1
166.59765625,1
167.1640625,1
167.74609375,1
168.30078125,1
168.8984375,1
169.5078125,1
170.09765625,1
170.7109375,1
171.30859375,1
171.89453125,1
172.484375,1
173.08984375,1
173.65625,1
174.8203125,129
175.42578125,1
175.9921875,1
176.58984375,1
177.28125,1
177.77734375,1
178.35546875,1
178.94140625,1
179.47265625,1
180.09765625,1
180.69140625,1
181.28515625,1
181.99609375,1
182.87109375,129
183.1796875,129
183.8671875,1
184.5625,1
184.9375,129
186.15625,129
