time [s],expiration [NA](/api/datatype/35/)
2.46875,23189
4.8359375,23102
5.9609375,23129
6.9375,23082
8.03125,23037
9.4609375,23096
10.765625,22921
12.953125,22656
15.296875,22632
17.0,22032
17.8671875,22066
19.3515625,21954
21.3515625,22297
22.1015625,22106
28.125,22621
36.4296875,22542
37.7265625,22199
39.40625,22648
41.0546875,21978
43.9765625,9293
46.46875,10205
47.9140625,20436
49.2265625,20461
50.9140625,20535
56.7890625,20566
66.5,20508
78.734375,20515
91.9765625,20496
97.4765625,20549
104.8984375,20256
110.234375,20250
114.7578125,20379
120.2109375,20561
126.84375,20248
137.5625,20550
142.265625,20404
147.625,20507
153.890625,20517
158.671875,20600
167.484375,20608
174.0,20589
179.5078125,20589
183.4609375,20466
186.2578125,20510
189.5625,20520
193.2421875,20516
197.046875,20507
198.578125,20505
201.5234375,20502
204.734375,20574
206.4609375,20544
208.0546875,20551
209.765625,20555
211.421875,20547
213.109375,20559
214.6171875,20562
216.1484375,20570
217.8671875,20580
219.6328125,20589
221.3984375,20597
223.5390625,20592
225.3203125,20615
227.234375,20607
228.71875,20599
230.3828125,20607
232.21875,20608
233.6875,20574
235.5625,20540
236.875,20553
238.9609375,20571
240.859375,20584
242.7421875,20615
245.3828125,20599
246.890625,20591
249.15625,20595
250.9765625,20557
252.6484375,20581
254.28125,20611
256.4296875,20611
258.5078125,20618
260.4375,20616
262.2421875,20592
264.03125,20601
265.34375,20609
267.6171875,20585
272.9453125,20579
275.3984375,20501
279.6015625,20490
282.6015625,20581
285.59375,20578
288.2265625,20588
290.046875,20603
291.546875,20594
293.0625,20592
294.6328125,20602
296.203125,20608
297.4375,20610
298.6171875,20601
299.84375,20605
300.96875,20603
302.4375,20610
303.53125,20577
304.6484375,20590
305.734375,20605
307.0546875,20610
308.0625,20616
309.0703125,20619
310.3203125,20612
311.4453125,20612
311.9921875,20610
313.234375,20597
314.671875,20612
316.453125,20587
317.609375,20585
319.0,20599
320.8046875,20555
322.6328125,20562
324.015625,20580
325.4765625,20609
326.9140625,20582
328.4921875,20573
329.859375,20578
331.28125,20599
332.390625,20598
334.1953125,20597
337.2265625,20548
339.65625,20598
340.765625,20598
342.40625,20589
344.1171875,20592
345.5625,20618
346.9609375,20580
348.5703125,20581
349.9453125,20579
351.40625,20583
353.0078125,20595
354.359375,20585
355.515625,20596
356.9375,20595
358.515625,20600
360.0,20597
361.328125,20611
362.9609375,20607
364.2265625,20602
365.375,20593
366.8359375,20603
368.4609375,20611
369.7734375,20557
370.8515625,20580
372.6328125,20604
374.0625,20583
375.25,20575
377.125,20594
378.171875,20566
379.7734375,20581
385.921875,20590
387.0546875,20612
388.9375,20587
390.34375,20587
391.765625,20606
393.625,20591
395.0625,20610
396.2109375,20610
397.546875,20626
399.296875,20636
401.6953125,20609
403.0703125,20626
405.7578125,20636
407.9921875,20601
410.1484375,20571
415.484375,20602
418.4921875,20601
420.3828125,20604
422.484375,20620
424.4765625,20631
426.5078125,20634
428.1328125,20627
431.015625,20608
432.4296875,20622
433.890625,20638
435.6953125,20642
437.671875,20638
440.9921875,20518
444.625,20601
446.265625,20594
447.859375,20617
449.265625,20623
451.421875,20630
456.4453125,20635
457.75,20618
460.2421875,20601
464.6015625,20590
466.8125,20596
468.0390625,20597
469.3984375,20598
471.9453125,20581
473.3515625,20585
474.453125,20598
475.8828125,20602
476.640625,20613
477.6953125,20601
478.609375,20595
479.8984375,20592
481.0234375,20570
482.125,20611
482.9765625,20593
484.34375,20605
485.453125,20596
486.5859375,20587
488.046875,20589
488.7734375,20584
489.8828125,20574
490.984375,20598
492.4609375,20595
493.9609375,20612
495.3828125,20591
496.8515625,20574
498.703125,20570
499.8203125,20590
500.984375,20576
502.140625,20580
503.2578125,20583
504.3671875,20560
506.296875,20544
508.453125,20568
509.8984375,20599
511.5703125,20572
512.859375,20581
514.2734375,20595
515.828125,20580
517.5234375,20584
518.65625,20599
519.734375,20589
521.4921875,20582
522.5859375,20561
524.0078125,20570
525.7890625,20593
527.1640625,20595
528.359375,20603
530.0390625,20595
531.125,20589
532.125,20594
533.5859375,20599
535.46875,20433
538.0,20586
543.078125,20555
544.1328125,20551
546.328125,20571
547.75,20593
548.8359375,20581
550.4296875,20586
551.7265625,20583
552.8046875,20569
554.2421875,20591
555.984375,20574
557.0625,20557
558.515625,20580
559.609375,20586
562.328125,20588
563.609375,20573
564.703125,20586
566.1328125,20591
567.9453125,20575
569.9296875,20597
571.203125,20582
572.2890625,20574
573.3984375,20580
574.8359375,20590
576.6015625,20604
577.5078125,20603
578.75,20579
579.828125,20572
580.890625,20577
582.3203125,20588
585.1796875,20602
586.25,20584
587.65625,20591
589.40625,20589
590.5,20576
592.546875,20588
593.65625,20570
595.046875,20582
596.09375,20595
598.859375,20589
600.3515625,20442
604.4609375,20567
606.046875,20570
607.765625,20570
609.234375,20608
610.859375,20597
612.4609375,20588
613.6484375,20581
614.96875,20566
616.3984375,20588
617.53125,20589
618.6328125,20600
620.4375,20556
621.5703125,20571
623.71875,20588
624.8203125,20582
625.890625,20580
627.2265625,20576
629.8828125,20582
631.2109375,20577
632.3359375,20562
633.3828125,20601
634.5078125,20566
635.578125,20573
636.71875,20594
638.984375,20537
641.265625,20594
642.3828125,20537
643.4375,20556
644.875,20575
646.3984375,20589
647.6328125,20566
648.9453125,20573
650.3828125,20575
652.984375,20595
654.390625,20578
655.5234375,20570
656.96875,20589
660.25,20582
661.1640625,20593
662.46875,20589
663.765625,20581
666.6875,20476
668.484375,20573
670.0546875,20593
671.78125,20593
673.03125,20610
675.84375,20444
678.6953125,20567
680.4609375,20564
681.5625,20550
685.234375,20574
687.4609375,20562
688.8125,20561
690.0625,20569
691.6015625,20584
693.2421875,20568
695.6328125,20528
697.203125,20549
698.9140625,20570
700.984375,20584
702.6953125,20564
704.046875,20558
705.671875,20556
707.140625,20569
708.5,20562
710.1171875,20528
711.265625,20550
712.484375,20565
713.9375,20585
715.09375,20566
716.9453125,20581
718.2734375,20578
719.6796875,20565
721.28125,20555
722.8359375,20567
724.2109375,20550
725.765625,20566
727.1328125,20563
728.6796875,20566
730.109375,20566
731.75,20535
733.2578125,20536
734.71875,20547
736.09375,20547
737.359375,20544
738.859375,20548
740.421875,20544
741.9609375,20550
743.2890625,20537
744.6640625,20545
746.0859375,20532
747.3125,20541
748.9375,20553
750.59375,20557
753.140625,20357
754.4140625,20555
755.875,20519
757.359375,20532
759.125,20533
760.5703125,20548
762.3359375,20538
764.4609375,20547
766.6640625,20525
768.625,20561
769.84375,20501
771.671875,20558
773.0546875,20535
774.9375,20555
776.2421875,20537
777.75,20552
779.34375,20556
780.7109375,20560
782.6015625,20553
784.1015625,20571
785.4765625,20575
786.8359375,20545
788.921875,20552
789.8984375,20564
791.328125,20557
792.4140625,20562
794.1875,20557
795.234375,20543
796.3359375,20561
797.734375,20560
798.9453125,20573
800.25,20573
801.4375,20564
802.4296875,20573
803.7421875,20542
805.1484375,20555
806.703125,20561
807.953125,20576
808.9921875,20559
810.1328125,20524
811.1875,20570
812.5234375,20550
813.6875,20567
815.0859375,20573
816.171875,20567
817.5625,20519
818.9609375,20555
820.421875,20556
821.640625,20545
822.703125,20542
824.125,20566
825.609375,20567
826.90625,20560
827.984375,20549
829.0625,20569
830.5,20569
831.59375,20576
832.3125,20572
833.4296875,20535
834.53125,20565
835.984375,20576
837.7265625,20559
838.8515625,20556
840.3984375,20588
842.015625,20571
843.109375,20558
844.2109375,20580
845.640625,20583
847.421875,20557
848.53125,20563
849.9296875,20581
851.8046875,20551
852.8671875,20566
853.984375,20587
855.1015625,20540
856.203125,20560
857.296875,20529
858.390625,20535
859.421875,20567
860.484375,20489
862.65625,20497
863.6953125,20511
864.796875,20506
865.8671875,20533
868.0703125,20509
869.140625,20522
870.2421875,20531
871.28125,20479
872.6796875,20543
874.015625,20544
875.4921875,20535
876.8671875,20504
879.15625,20527
881.40625,20562
882.5234375,20528
884.125,20564
885.8671875,20535
886.9765625,20543
888.21875,20516
889.28125,20531
890.40625,20544
891.53125,20564
892.65625,20495
893.765625,20510
894.90625,20542
896.0390625,20526
896.921875,20528
898.203125,20533
899.3671875,20522
900.796875,20551
902.2734375,20567
904.4609375,20560
905.8828125,20536
907.203125,20569
908.46875,20569
909.703125,20570
911.3671875,20556
912.484375,20544
913.59375,20591
914.6875,20538
915.78125,20558
916.90625,20585
918.3671875,20551
919.96875,20557
921.3203125,20551
922.421875,20575
923.8984375,20533
924.640625,20539
925.796875,20552
926.9609375,20537
928.0390625,20533
929.15625,20478
931.3359375,20522
932.4453125,20481
935.734375,20488
936.828125,20502
939.03125,20470
940.1328125,20485
941.2421875,20507
942.3359375,20516
943.4609375,20535
944.5703125,20478
945.609375,20466
946.671875,20498
948.875,20431
951.1015625,20487
952.015625,20492
953.234375,20523
954.1953125,20498
955.46875,20502
957.3828125,20503
958.890625,20488
959.90625,20481
961.359375,20509
963.109375,20523
964.2109375,20532
965.328125,20539
966.8046875,20556
968.0546875,20561
969.4140625,20562
970.78125,20529
971.9140625,20529
973.4453125,20556
975.09375,20543
976.234375,20535
977.2578125,20554
978.6796875,20550
979.8359375,20532
981.015625,20546
982.546875,20548
985.15625,20494
986.4609375,20516
987.546875,20519
989.7578125,20536
990.8203125,20552
991.9375,20535
993.9140625,20503
997.390625,20490
999.578125,20515
1000.71875,20530
1002.140625,20555
1003.9609375,20509
1007.1328125,20551
1008.59375,20549
1010.609375,20523
1012.875,20531
1014.0078125,20531
1015.2109375,20536
1016.34375,20538
1017.5,20543
1018.9921875,20545
1021.0,20542
1024.75,20569
1026.34375,20536
1027.5078125,20528
1029.671875,20549
1031.8984375,20420
1034.0703125,20562
1037.1015625,20573
1039.5078125,20570
1040.6796875,20568
1042.15625,20566
1043.4765625,20580
1046.2421875,20562
1047.3125,20573
1049.4296875,20551
1050.84375,20545
1051.890625,20560
1053.4375,20551
1054.921875,20575
1056.3828125,20561
1057.2265625,20567
1058.4296875,20574
1060.2421875,20568
1061.6484375,20567
1063.15625,20565
1064.578125,20578
1065.953125,20586
1067.3671875,20586
1070.5390625,20566
1071.921875,20561
1073.5390625,20579
1074.890625,20578
1076.078125,20570
1077.7109375,20570
1079.5,20563
1081.4140625,20572
1083.1953125,20560
1084.8046875,20551
1086.21875,20514
1088.375,20570
1089.6875,20532
1090.546875,20519
1092.0,20556
1094.171875,20561
1095.3984375,20577
1097.0546875,20527
1098.3515625,20572
1099.6171875,20584
1100.6796875,20576
1101.7578125,20574
1103.0,20570
1104.28125,20581
1105.4296875,20582
1106.5390625,20581
1107.71875,20568
1109.015625,20561
1110.1015625,20564
1111.2109375,20554
1112.3125,20558
1113.421875,20571
1115.328125,20551
1116.4453125,20573
1117.9375,20594
1119.2421875,20579
1120.6640625,20589
1123.1796875,20415
1125.375,20556
1126.8828125,20575
1128.3828125,20587
1129.8984375,20592
1131.671875,20572
1134.109375,20579
1135.3359375,20532
1137.1640625,20534
1138.8671875,20568
1140.4296875,20575
1141.625,20534
1145.4140625,20566
1148.125,20568
1150.109375,20556
1151.9375,20512
1154.6875,20578
1156.546875,20585
1158.1484375,20579
1159.6875,20572
1161.4140625,20558
1163.1953125,20566
1164.8984375,20569
1166.3828125,20575
1167.9375,20549
1169.515625,20525
1170.96875,20556
1172.4296875,20552
1173.8515625,20530
1175.3359375,20544
