------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.7.2 date format M/d/yyyy at 100 Hz  Filter Normal -----------
Serial Number: TAS1H50200818
Start Time 11:46:00
Start Date 3/31/2023
Epoch Period (hh:mm:ss) 00:00:00
Download Time 12:00:32
Download Date 3/31/2023
Current Memory Address: 0
Current Battery Voltage: 4.2     Mode = 12
--------------------------------------------------
Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z
3/31/2023 11:46:00.000,0.883,0.422,0.125
3/31/2023 11:46:00.010,0.902,0.418,0.121
3/31/2023 11:46:00.020,0.91,0.426,0.109
3/31/2023 11:46:00.030,0.902,0.422,0.105
3/31/2023 11:46:00.040,0.871,0.418,0.102
3/31/2023 11:46:00.050,0.824,0.418,0.098
3/31/2023 11:46:00.060,0.781,0.414,0.102
3/31/2023 11:46:00.070,0.75,0.414,0.105
3/31/2023 11:46:00.080,0.73,0.414,0.105
3/31/2023 11:46:00.090,0.715,0.414,0.113
3/31/2023 11:46:00.100,0.707,0.43,0.113
3/31/2023 11:46:00.110,0.699,0.441,0.113
3/31/2023 11:46:00.120,0.684,0.445,0.109
3/31/2023 11:46:00.130,0.672,0.441,0.098
3/31/2023 11:46:00.140,0.656,0.438,0.09
3/31/2023 11:46:00.150,0.641,0.434,0.074
3/31/2023 11:46:00.160,0.637,0.43,0.059
3/31/2023 11:46:00.170,0.645,0.426,0.043
3/31/2023 11:46:00.180,0.66,0.422,0.031
3/31/2023 11:46:00.190,0.672,0.41,0.02
3/31/2023 11:46:00.200,0.691,0.398,0.016
3/31/2023 11:46:00.210,0.707,0.387,0.016
3/31/2023 11:46:00.220,0.723,0.383,0.023
3/31/2023 11:46:00.230,0.746,0.391,0.031
3/31/2023 11:46:00.240,0.77,0.398,0.039
3/31/2023 11:46:00.250,0.789,0.395,0.051
3/31/2023 11:46:00.260,0.832,0.398,0.066
3/31/2023 11:46:00.270,0.922,0.414,0.07
3/31/2023 11:46:00.280,1.039,0.422,0.063
3/31/2023 11:46:00.290,1.184,0.438,0.055
3/31/2023 11:46:00.300,1.324,0.434,0.055
3/31/2023 11:46:00.310,1.418,0.43,0.074
3/31/2023 11:46:00.320,1.445,0.418,0.082
3/31/2023 11:46:00.330,1.402,0.395,0.078
3/31/2023 11:46:00.340,1.328,0.348,0.051
3/31/2023 11:46:00.350,1.25,0.285,0.016
3/31/2023 11:46:00.360,1.207,0.223,-0.02
3/31/2023 11:46:00.370,1.246,0.18,-0.059
3/31/2023 11:46:00.380,1.352,0.184,-0.078
3/31/2023 11:46:00.390,1.457,0.238,-0.059
3/31/2023 11:46:00.400,1.484,0.32,-0.02
3/31/2023 11:46:00.410,1.402,0.402,0.059
3/31/2023 11:46:00.420,1.254,0.469,0.133
3/31/2023 11:46:00.430,1.102,0.523,0.184
3/31/2023 11:46:00.440,0.977,0.547,0.199
3/31/2023 11:46:00.450,0.906,0.535,0.18
3/31/2023 11:46:00.460,0.898,0.477,0.148
3/31/2023 11:46:00.470,0.934,0.379,0.121
3/31/2023 11:46:00.480,0.977,0.285,0.086
3/31/2023 11:46:00.490,1.016,0.215,0.055
3/31/2023 11:46:00.500,1.031,0.18,0.035
3/31/2023 11:46:00.510,1.035,0.191,0.035
3/31/2023 11:46:00.520,1,0.223,0.043
3/31/2023 11:46:00.530,0.938,0.262,0.07
3/31/2023 11:46:00.540,0.871,0.285,0.113
3/31/2023 11:46:00.550,0.809,0.285,0.148
3/31/2023 11:46:00.560,0.742,0.281,0.164
3/31/2023 11:46:00.570,0.68,0.289,0.16
3/31/2023 11:46:00.580,0.617,0.309,0.133
3/31/2023 11:46:00.590,0.559,0.32,0.105
3/31/2023 11:46:00.600,0.508,0.332,0.086
3/31/2023 11:46:00.610,0.469,0.336,0.074
3/31/2023 11:46:00.620,0.457,0.332,0.07
3/31/2023 11:46:00.630,0.461,0.348,0.082
3/31/2023 11:46:00.640,0.469,0.363,0.102
3/31/2023 11:46:00.650,0.484,0.391,0.121
3/31/2023 11:46:00.660,0.504,0.41,0.133
3/31/2023 11:46:00.670,0.531,0.426,0.133
3/31/2023 11:46:00.680,0.551,0.434,0.137
3/31/2023 11:46:00.690,0.578,0.438,0.137
3/31/2023 11:46:00.700,0.605,0.461,0.156
3/31/2023 11:46:00.710,0.621,0.484,0.184
3/31/2023 11:46:00.720,0.629,0.508,0.215
3/31/2023 11:46:00.730,0.652,0.523,0.234
3/31/2023 11:46:00.740,0.691,0.52,0.23
3/31/2023 11:46:00.750,0.746,0.512,0.227
3/31/2023 11:46:00.760,0.82,0.496,0.207
3/31/2023 11:46:00.770,0.914,0.496,0.188
3/31/2023 11:46:00.780,1.016,0.504,0.168
3/31/2023 11:46:00.790,1.098,0.531,0.164
3/31/2023 11:46:00.800,1.152,0.57,0.16
3/31/2023 11:46:00.810,1.18,0.609,0.168
3/31/2023 11:46:00.820,1.191,0.633,0.16
3/31/2023 11:46:00.830,1.199,0.641,0.145
