------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.7.2 date format M/d/yyyy at 100 Hz  Filter Normal -----------
Serial Number: TAS1H50200818
Start Time 17:43:00
Start Date 4/28/2023
Epoch Period (hh:mm:ss) 00:00:00
Download Time 17:57:32
Download Date 4/28/2023
Current Memory Address: 0
Current Battery Voltage: 4.17     Mode = 12
--------------------------------------------------
Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z
4/28/2023 17:43:00.000,0.914,0.641,0.246
4/28/2023 17:43:00.010,0.938,0.68,0.227
4/28/2023 17:43:00.020,0.957,0.734,0.195
4/28/2023 17:43:00.030,0.973,0.797,0.188
4/28/2023 17:43:00.040,0.973,0.836,0.188
4/28/2023 17:43:00.050,0.98,0.844,0.203
4/28/2023 17:43:00.060,0.973,0.813,0.219
4/28/2023 17:43:00.070,0.949,0.77,0.258
4/28/2023 17:43:00.080,0.938,0.719,0.305
4/28/2023 17:43:00.090,0.922,0.672,0.332
4/28/2023 17:43:00.100,0.906,0.645,0.355
4/28/2023 17:43:00.110,0.902,0.621,0.363
4/28/2023 17:43:00.120,0.875,0.625,0.348
4/28/2023 17:43:00.130,0.859,0.641,0.324
4/28/2023 17:43:00.140,0.852,0.664,0.281
4/28/2023 17:43:00.150,0.84,0.688,0.25
4/28/2023 17:43:00.160,0.832,0.684,0.23
4/28/2023 17:43:00.170,0.82,0.684,0.211
4/28/2023 17:43:00.180,0.781,0.703,0.199
4/28/2023 17:43:00.190,0.777,0.758,0.188
4/28/2023 17:43:00.200,0.781,0.793,0.207
4/28/2023 17:43:00.210,0.805,0.766,0.254
4/28/2023 17:43:00.220,0.836,0.699,0.324
4/28/2023 17:43:00.230,0.859,0.605,0.367
4/28/2023 17:43:00.240,0.855,0.555,0.379
4/28/2023 17:43:00.250,0.828,0.574,0.336
4/28/2023 17:43:00.260,0.793,0.629,0.27
4/28/2023 17:43:00.270,0.77,0.652,0.242
4/28/2023 17:43:00.280,0.773,0.609,0.285
4/28/2023 17:43:00.290,0.797,0.523,0.344
4/28/2023 17:43:00.300,0.832,0.43,0.395
4/28/2023 17:43:00.310,0.844,0.355,0.418
4/28/2023 17:43:00.320,0.836,0.297,0.41
4/28/2023 17:43:00.330,0.828,0.262,0.422
4/28/2023 17:43:00.340,0.828,0.246,0.457
4/28/2023 17:43:00.350,0.832,0.258,0.48
4/28/2023 17:43:00.360,0.832,0.25,0.516
4/28/2023 17:43:00.370,0.832,0.199,0.559
4/28/2023 17:43:00.380,0.828,0.145,0.582
4/28/2023 17:43:00.390,0.828,0.105,0.578
4/28/2023 17:43:00.400,0.816,0.063,0.563
4/28/2023 17:43:00.410,0.754,-0.004,0.539
4/28/2023 17:43:00.420,0.664,-0.066,0.527
4/28/2023 17:43:00.430,0.609,-0.082,0.531
4/28/2023 17:43:00.440,0.605,-0.051,0.547
4/28/2023 17:43:00.450,0.613,-0.031,0.582
4/28/2023 17:43:00.460,0.633,-0.004,0.629
4/28/2023 17:43:00.470,0.652,0.016,0.648
4/28/2023 17:43:00.480,0.66,0.012,0.652
4/28/2023 17:43:00.490,0.625,-0.039,0.652
4/28/2023 17:43:00.500,0.578,-0.094,0.648
4/28/2023 17:43:00.510,0.57,-0.133,0.652
4/28/2023 17:43:00.520,0.559,-0.125,0.66
4/28/2023 17:43:00.530,0.559,-0.082,0.676
4/28/2023 17:43:00.540,0.563,-0.027,0.691
4/28/2023 17:43:00.550,0.57,-0.016,0.727
4/28/2023 17:43:00.560,0.578,-0.039,0.77
4/28/2023 17:43:00.570,0.57,-0.082,0.797
4/28/2023 17:43:00.580,0.559,-0.113,0.805
4/28/2023 17:43:00.590,0.543,-0.125,0.801
4/28/2023 17:43:00.600,0.535,-0.113,0.781
4/28/2023 17:43:00.610,0.523,-0.098,0.758
4/28/2023 17:43:00.620,0.523,-0.078,0.75
4/28/2023 17:43:00.630,0.52,-0.066,0.75
4/28/2023 17:43:00.640,0.52,-0.039,0.75
4/28/2023 17:43:00.650,0.52,-0.031,0.758
4/28/2023 17:43:00.660,0.52,-0.027,0.77
4/28/2023 17:43:00.670,0.512,-0.043,0.781
4/28/2023 17:43:00.680,0.504,-0.055,0.785
4/28/2023 17:43:00.690,0.492,-0.074,0.77
4/28/2023 17:43:00.700,0.488,-0.07,0.754
