------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.7.2 date format M/d/yyyy at 100 Hz  Filter Normal -----------
Serial Number: TAS1H50200609
Start Time 15:32:00
Start Date 4/28/2023
Epoch Period (hh:mm:ss) 00:00:00
Download Time 15:47:15
Download Date 4/28/2023
Current Memory Address: 0
Current Battery Voltage: 4.19     Mode = 12
--------------------------------------------------
Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z
4/28/2023 15:32:00.000,-0.848,0.582,0.258
4/28/2023 15:32:00.010,-0.809,0.605,0.273
4/28/2023 15:32:00.020,-0.781,0.617,0.281
4/28/2023 15:32:00.030,-0.762,0.613,0.297
4/28/2023 15:32:00.040,-0.754,0.613,0.313
4/28/2023 15:32:00.050,-0.762,0.609,0.313
4/28/2023 15:32:00.060,-0.77,0.594,0.309
4/28/2023 15:32:00.070,-0.77,0.586,0.293
4/28/2023 15:32:00.080,-0.762,0.582,0.273
4/28/2023 15:32:00.090,-0.75,0.582,0.25
4/28/2023 15:32:00.100,-0.762,0.594,0.238
4/28/2023 15:32:00.110,-0.793,0.586,0.238
4/28/2023 15:32:00.120,-0.816,0.555,0.242
4/28/2023 15:32:00.130,-0.832,0.531,0.23
4/28/2023 15:32:00.140,-0.82,0.535,0.211
4/28/2023 15:32:00.150,-0.781,0.555,0.188
4/28/2023 15:32:00.160,-0.762,0.57,0.176
4/28/2023 15:32:00.170,-0.754,0.563,0.195
4/28/2023 15:32:00.180,-0.75,0.543,0.23
4/28/2023 15:32:00.190,-0.738,0.535,0.25
4/28/2023 15:32:00.200,-0.711,0.555,0.242
4/28/2023 15:32:00.210,-0.676,0.598,0.223
4/28/2023 15:32:00.220,-0.645,0.621,0.207
4/28/2023 15:32:00.230,-0.621,0.629,0.18
4/28/2023 15:32:00.240,-0.605,0.629,0.172
4/28/2023 15:32:00.250,-0.605,0.605,0.168
4/28/2023 15:32:00.260,-0.598,0.609,0.168
4/28/2023 15:32:00.270,-0.598,0.637,0.16
4/28/2023 15:32:00.280,-0.594,0.66,0.16
4/28/2023 15:32:00.290,-0.602,0.66,0.164
4/28/2023 15:32:00.300,-0.617,0.652,0.176
4/28/2023 15:32:00.310,-0.637,0.637,0.184
4/28/2023 15:32:00.320,-0.648,0.617,0.191
4/28/2023 15:32:00.330,-0.652,0.605,0.176
4/28/2023 15:32:00.340,-0.637,0.602,0.168
4/28/2023 15:32:00.350,-0.629,0.625,0.164
4/28/2023 15:32:00.360,-0.641,0.656,0.172
4/28/2023 15:32:00.370,-0.645,0.645,0.188
4/28/2023 15:32:00.380,-0.645,0.641,0.199
4/28/2023 15:32:00.390,-0.672,0.645,0.195
4/28/2023 15:32:00.400,-0.707,0.633,0.184
4/28/2023 15:32:00.410,-0.746,0.613,0.172
4/28/2023 15:32:00.420,-0.797,0.594,0.156
4/28/2023 15:32:00.430,-0.824,0.609,0.16
4/28/2023 15:32:00.440,-0.824,0.621,0.176
4/28/2023 15:32:00.450,-0.824,0.641,0.195
4/28/2023 15:32:00.460,-0.824,0.641,0.215
4/28/2023 15:32:00.470,-0.832,0.621,0.23
4/28/2023 15:32:00.480,-0.844,0.594,0.246
4/28/2023 15:32:00.490,-0.824,0.574,0.25
4/28/2023 15:32:00.500,-0.777,0.609,0.246
4/28/2023 15:32:00.510,-0.711,0.668,0.238
4/28/2023 15:32:00.520,-0.668,0.688,0.25
4/28/2023 15:32:00.530,-0.66,0.684,0.273
4/28/2023 15:32:00.540,-0.68,0.656,0.293
4/28/2023 15:32:00.550,-0.723,0.641,0.313
4/28/2023 15:32:00.560,-0.766,0.617,0.313
4/28/2023 15:32:00.570,-0.793,0.602,0.305
4/28/2023 15:32:00.580,-0.813,0.609,0.273
4/28/2023 15:32:00.590,-0.816,0.605,0.246
4/28/2023 15:32:00.600,-0.813,0.582,0.215
4/28/2023 15:32:00.610,-0.82,0.574,0.188
4/28/2023 15:32:00.620,-0.828,0.586,0.176
4/28/2023 15:32:00.630,-0.82,0.574,0.176
4/28/2023 15:32:00.640,-0.809,0.574,0.184
4/28/2023 15:32:00.650,-0.793,0.59,0.195
4/28/2023 15:32:00.660,-0.785,0.59,0.215
4/28/2023 15:32:00.670,-0.773,0.598,0.238
4/28/2023 15:32:00.680,-0.801,0.594,0.266
4/28/2023 15:32:00.690,-0.848,0.57,0.285
4/28/2023 15:32:00.700,-0.891,0.52,0.27
4/28/2023 15:32:00.710,-0.918,0.48,0.25
4/28/2023 15:32:00.720,-0.902,0.469,0.207
4/28/2023 15:32:00.730,-0.859,0.496,0.152
4/28/2023 15:32:00.740,-0.801,0.543,0.109
4/28/2023 15:32:00.750,-0.746,0.57,0.094
4/28/2023 15:32:00.760,-0.711,0.59,0.109
4/28/2023 15:32:00.770,-0.707,0.586,0.164
4/28/2023 15:32:00.780,-0.73,0.566,0.219
4/28/2023 15:32:00.790,-0.762,0.531,0.27
4/28/2023 15:32:00.800,-0.785,0.5,0.289
4/28/2023 15:32:00.810,-0.797,0.492,0.27
4/28/2023 15:32:00.820,-0.773,0.504,0.219
4/28/2023 15:32:00.830,-0.73,0.527,0.148
4/28/2023 15:32:00.840,-0.719,0.563,0.105
4/28/2023 15:32:00.850,-0.727,0.531,0.066
4/28/2023 15:32:00.860,-0.738,0.516,0.031
4/28/2023 15:32:00.870,-0.762,0.527,0.023
4/28/2023 15:32:00.880,-0.777,0.539,0.031
4/28/2023 15:32:00.890,-0.785,0.535,0.047
4/28/2023 15:32:00.900,-0.785,0.547,0.07
4/28/2023 15:32:00.910,-0.754,0.578,0.105
4/28/2023 15:32:00.920,-0.715,0.602,0.137
4/28/2023 15:32:00.930,-0.688,0.609,0.168
4/28/2023 15:32:00.940,-0.664,0.594,0.207
4/28/2023 15:32:00.950,-0.645,0.617,0.227
4/28/2023 15:32:00.960,-0.652,0.641,0.246
4/28/2023 15:32:00.970,-0.688,0.645,0.266
4/28/2023 15:32:00.980,-0.695,0.645,0.289
4/28/2023 15:32:00.990,-0.707,0.688,0.297
4/28/2023 15:32:01.000,-0.715,0.703,0.297
4/28/2023 15:32:01.010,-0.711,0.68,0.289
4/28/2023 15:32:01.020,-0.73,0.68,0.266
4/28/2023 15:32:01.030,-0.719,0.688,0.266
4/28/2023 15:32:01.040,-0.715,0.691,0.27
4/28/2023 15:32:01.050,-0.715,0.695,0.281
4/28/2023 15:32:01.060,-0.73,0.688,0.289
4/28/2023 15:32:01.070,-0.75,0.68,0.293
4/28/2023 15:32:01.080,-0.758,0.668,0.266
4/28/2023 15:32:01.090,-0.77,0.652,0.234
4/28/2023 15:32:01.100,-0.762,0.652,0.203
4/28/2023 15:32:01.110,-0.754,0.641,0.18
4/28/2023 15:32:01.120,-0.766,0.625,0.168
4/28/2023 15:32:01.130,-0.801,0.609,0.156
4/28/2023 15:32:01.140,-0.836,0.605,0.145
4/28/2023 15:32:01.150,-0.867,0.563,0.094
4/28/2023 15:32:01.160,-0.844,0.551,0.074
4/28/2023 15:32:01.170,-0.77,0.57,0.035
4/28/2023 15:32:01.180,-0.742,0.617,0.008
4/28/2023 15:32:01.190,-0.719,0.695,-0.066
4/28/2023 15:32:01.200,-0.688,0.77,-0.109
4/28/2023 15:32:01.210,-0.75,0.801,-0.09
4/28/2023 15:32:01.220,-0.824,0.793,-0.051
4/28/2023 15:32:01.230,-0.832,0.688,0.008
4/28/2023 15:32:01.240,-0.84,0.438,0.117
4/28/2023 15:32:01.250,-0.848,0.301,0.203
4/28/2023 15:32:01.260,-0.777,0.121,0.176
4/28/2023 15:32:01.270,-0.75,-0.094,0.195
4/28/2023 15:32:01.280,-0.746,-0.184,0.234
4/28/2023 15:32:01.290,-0.742,-0.219,0.223
4/28/2023 15:32:01.300,-0.73,-0.172,0.184
4/28/2023 15:32:01.310,-0.719,-0.035,0.156
4/28/2023 15:32:01.320,-0.715,0.082,0.156
4/28/2023 15:32:01.330,-0.738,0.133,0.16
4/28/2023 15:32:01.340,-0.809,0.137,0.145
4/28/2023 15:32:01.350,-0.852,0.141,0.137
4/28/2023 15:32:01.360,-0.848,0.172,0.148
4/28/2023 15:32:01.370,-0.813,0.184,0.184
4/28/2023 15:32:01.380,-0.793,0.176,0.18
4/28/2023 15:32:01.390,-0.875,0.406,0.152
4/28/2023 15:32:01.400,-1.094,1.602,-0.012
4/28/2023 15:32:01.410,-1.129,1.879,0.305
4/28/2023 15:32:01.420,-1.105,0.703,0.656
4/28/2023 15:32:01.430,-0.93,-0.051,0.73
4/28/2023 15:32:01.440,-0.891,0.043,0.738
4/28/2023 15:32:01.450,-0.965,0.199,0.645
4/28/2023 15:32:01.460,-1.023,0.387,0.41
4/28/2023 15:32:01.470,-0.859,0.293,0.27
4/28/2023 15:32:01.480,-0.766,0.406,0.078
4/28/2023 15:32:01.490,-0.883,0.578,0.012
4/28/2023 15:32:01.500,-0.965,0.582,0.121
4/28/2023 15:32:01.510,-1.043,0.492,0.238
4/28/2023 15:32:01.520,-1.133,0.469,0.25
4/28/2023 15:32:01.530,-1.16,0.41,0.148
4/28/2023 15:32:01.540,-1.148,0.352,0.012
4/28/2023 15:32:01.550,-1.137,0.352,-0.039
4/28/2023 15:32:01.560,-1.086,0.344,0.008
4/28/2023 15:32:01.570,-0.98,0.34,0.07
4/28/2023 15:32:01.580,-0.902,0.438,0.121
4/28/2023 15:32:01.590,-0.816,0.523,0.207
4/28/2023 15:32:01.600,-0.758,0.539,0.27
4/28/2023 15:32:01.610,-0.77,0.582,0.246
4/28/2023 15:32:01.620,-0.816,0.566,0.16
4/28/2023 15:32:01.630,-0.891,0.492,0.059
4/28/2023 15:32:01.640,-0.961,0.414,-0.055
4/28/2023 15:32:01.650,-1,0.383,-0.121
4/28/2023 15:32:01.660,-1.035,0.383,-0.141
4/28/2023 15:32:01.670,-1.035,0.332,-0.117
