time [s],expiration [NA](/api/datatype/35/)
4.28125,21778
5.1171875,21778
6.4921875,21772
8.40625,21772
10.5,21784
12.578125,21780
14.640625,21783
16.828125,21754
19.4375,21785
21.5078125,21790
23.3671875,21785
26.8359375,21708
28.2421875,21716
29.5390625,21712
36.34375,21736
41.65625,21724
44.109375,21734
45.5859375,21709
48.6015625,21745
51.234375,21713
52.96875,21723
55.0859375,21730
56.90625,21733
59.828125,21685
65.921875,21689
70.4921875,21705
75.6640625,21712
77.078125,21734
81.0625,21688
88.53125,21628
91.140625,21694
92.828125,21713
94.453125,21734
96.796875,21760
98.46875,21752
101.3203125,21732
103.8828125,21749
105.953125,21756
110.1484375,21766
112.09375,21754
113.8984375,21745
115.7890625,21743
117.84375,21744
119.859375,21724
121.8828125,21773
123.828125,21772
125.953125,21762
128.0078125,21758
130.0859375,21765
132.28125,21762
134.3359375,21770
137.1875,21756
139.25,21730
141.3984375,21753
143.328125,21770
145.0625,21774
146.9765625,21758
149.09375,21760
151.109375,21765
153.015625,21725
155.0390625,21772
157.0703125,21781
158.75,21778
160.8125,21773
162.7421875,21783
164.9375,21759
167.265625,21764
169.4453125,21760
171.484375,21757
173.0625,21719
175.0234375,21762
177.171875,21766
179.2109375,21765
181.1640625,21774
183.2265625,21772
185.0,21770
187.4296875,21754
189.5,21750
191.5703125,21763
193.71875,21755
195.65625,21739
197.6953125,21749
199.7578125,21770
201.8359375,21779
203.8671875,21750
205.875,21756
207.9296875,21746
209.859375,21760
211.625,21787
213.515625,21764
215.4296875,21759
217.25,21772
219.2109375,21764
221.0625,21773
222.8828125,21786
224.8984375,21793
226.890625,21778
229.1640625,21749
230.8515625,21774
233.640625,21777
236.265625,21637
238.6796875,21771
240.7578125,21788
243.4453125,21726
245.7109375,21764
247.25,21743
250.5546875,21778
254.1953125,21708
258.8203125,21676
261.453125,21703
264.7890625,21744
267.53125,21734
269.546875,21672
271.25,21758
272.90625,21787
276.546875,21808
278.40625,21757
280.046875,21732
281.7265625,21729
283.3359375,21690
285.390625,21762
287.1328125,21771
288.890625,21769
290.640625,21738
292.5078125,21682
294.390625,21712
296.1015625,21731
297.8125,21736
299.3125,21729
301.6875,21748
303.5,21699
305.1875,21706
306.734375,21725
308.265625,21724
310.078125,21763
311.6328125,21725
313.359375,21717
315.0703125,21733
316.8046875,21724
318.6640625,21725
320.4375,21742
322.125,21708
323.9296875,21779
325.8125,21667
328.0390625,21718
329.6875,21731
331.359375,21732
333.03125,21728
334.609375,21742
336.3671875,21720
338.59375,21662
340.734375,21755
342.8203125,21688
346.578125,21749
349.0390625,21725
351.125,21638
353.2421875,21690
355.2734375,21751
356.859375,21721
358.390625,21719
360.4765625,21704
362.09375,21716
363.6328125,21683
365.4296875,21716
367.0390625,21714
368.625,21726
370.421875,21725
371.9921875,21733
373.8671875,21746
375.875,21750
378.515625,21749
380.9140625,21719
382.6171875,21698
384.5234375,21713
386.2890625,21735
388.0078125,21691
389.859375,21685
391.8359375,21723
393.4453125,21729
395.34375,21730
397.328125,21723
399.265625,21707
401.2109375,21686
403.6640625,21725
406.046875,21680
408.1328125,21690
410.0625,21699
412.0234375,21698
414.078125,21711
416.53125,21617
420.828125,21778
422.5,21757
424.6171875,21762
426.4375,21720
429.09375,21734
430.5859375,21746
432.0546875,21757
433.765625,21730
435.359375,21738
436.828125,21739
438.4609375,21743
439.9921875,21757
442.875,21717
444.125,21727
446.5078125,21742
447.765625,21735
449.328125,21749
450.84375,21760
452.7265625,21753
456.859375,21694
460.71875,21729
467.9609375,21639
469.921875,21680
471.5546875,21721
473.21875,21723
475.0078125,21755
477.5859375,21778
479.5078125,21739
481.515625,21722
483.453125,21714
485.3125,21720
487.234375,21719
490.703125,21740
492.65625,21729
494.1640625,21752
496.765625,21681
499.0703125,21729
500.671875,21693
503.546875,21715
505.1171875,21707
509.3984375,21734
514.2265625,21710
516.6171875,21656
518.25,21672
524.375,21651
529.3125,21652
532.1640625,21700
533.796875,21722
535.6953125,21710
537.6875,21728
540.1015625,21695
542.4609375,21705
543.96875,21728
545.53125,21753
546.5625,21735
552.078125,21675
555.96875,21681
557.609375,21696
560.515625,21708
563.4921875,21737
564.703125,21729
566.4765625,21727
568.1484375,21737
569.5546875,21771
571.1953125,21750
573.0,21758
574.640625,21754
577.046875,21759
579.078125,21772
580.9453125,21737
582.9296875,21756
584.7421875,21750
587.296875,21770
589.875,21657
592.3125,21789
594.390625,21781
596.703125,21798
598.96875,21788
601.390625,21749
603.9453125,21780
606.3046875,21778
608.6171875,21780
610.828125,21769
613.1875,21777
615.0078125,21774
617.21875,21774
619.4921875,21794
621.859375,21800
624.046875,21777
626.265625,21800
628.09375,21695
629.5859375,21660
631.4375,21766
633.3828125,21769
635.0703125,21746
637.3515625,21762
639.3203125,21745
641.2109375,21734
644.8515625,21779
646.9765625,21767
648.65625,21756
650.8125,21742
653.1015625,21733
654.7890625,21726
657.2578125,21686
659.1640625,21739
663.75,21794
667.625,21803
670.0,21769
672.4375,21798
675.0859375,21798
679.203125,21810
680.7734375,21819
682.671875,21811
684.921875,21779
686.203125,21827
688.1953125,21774
691.5703125,21748
693.5859375,21718
695.421875,21729
697.421875,21767
701.2109375,21757
703.25,21742
705.1640625,21767
707.0234375,21780
708.921875,21777
710.96875,21766
713.03125,21756
714.921875,21777
716.9609375,21728
719.0,21772
721.15625,21774
723.3515625,21776
725.28125,21780
727.3828125,21778
729.5078125,21770
731.578125,21799
732.8125,21777
733.890625,21779
737.8203125,21814
739.4140625,21792
741.484375,21782
742.9609375,21792
744.34375,21800
746.34375,21801
748.078125,21782
749.1328125,21788
750.2734375,21803
751.3515625,21806
752.4296875,21823
753.65625,21771
755.828125,21778
756.796875,21798
758.28125,21750
759.9453125,21763
761.71875,21793
763.5390625,21783
766.6796875,21797
768.4609375,21773
770.1328125,21744
772.1484375,21781
773.703125,21787
775.5078125,21772
778.4921875,21778
780.1484375,21782
784.921875,21778
786.796875,21748
789.53125,21727
792.109375,21739
794.34375,21766
797.6953125,21797
800.4296875,21720
802.5078125,21762
804.203125,21762
805.765625,21768
807.578125,21762
809.0703125,21740
810.3203125,21735
811.8984375,21740
813.1484375,21709
815.1953125,21724
816.859375,21683
819.3359375,21724
820.6015625,21690
822.2421875,21678
823.4921875,21677
825.140625,21671
826.390625,21707
827.6328125,21704
828.890625,21704
830.140625,21717
831.78125,21714
833.453125,21690
834.6796875,21687
836.34375,21680
837.5859375,21668
839.265625,21696
840.5078125,21721
843.4453125,21599
847.625,21599
849.7421875,21633
850.984375,21655
852.234375,21671
853.5,21657
855.171875,21665
856.4296875,21668
857.6875,21652
858.9453125,21668
860.609375,21645
861.8671875,21635
863.1171875,21670
864.390625,21677
865.6875,21675
867.0234375,21697
870.4453125,21648
872.3359375,21739
873.9375,21742
875.546875,21753
877.9140625,21725
882.6171875,21697
884.125,21678
885.578125,21700
887.109375,21750
888.9453125,21732
890.7578125,21710
892.4140625,21760
894.0546875,21759
895.8125,21779
897.5859375,21762
898.9140625,21769
900.6171875,21790
902.5234375,21791
904.4140625,21815
906.25,21794
908.15625,21785
910.1640625,21795
912.2421875,21795
914.234375,21791
916.2890625,21791
918.34375,21805
920.34375,21809
922.4375,21805
924.6484375,21795
926.71875,21808
928.15625,21826
929.7421875,21802
932.390625,21810
934.21875,21823
935.984375,21789
938.5546875,21768
940.1953125,21742
942.9140625,21779
945.578125,21773
947.1953125,21742
949.3984375,21750
