time [s],step [Step](/api/datatype/52/)
0.96875,1
1.234375,2
1.46875,3
1.921875,4
2.703125,5
3.484375,6
8.15625,7
14.640625,8
18.15625,9
22.65625,10
23.125,11
23.671875,12
24.140625,13
24.59375,14
25.0625,15
25.5625,16
26.03125,17
26.53125,18
26.984375,19
27.484375,20
27.921875,21
28.40625,22
28.875,23
29.34375,24
29.796875,25
30.328125,26
30.796875,27
31.296875,28
31.71875,29
32.28125,30
32.71875,31
33.234375,32
33.71875,33
34.21875,34
34.65625,35
35.1875,36
35.625,37
36.15625,38
36.625,39
37.140625,40
37.578125,41
38.09375,42
38.5625,43
39.0625,44
39.5,45
40.015625,46
40.484375,47
40.984375,48
41.4375,49
41.953125,50
42.40625,51
42.9375,52
43.375,53
43.921875,54
44.375,55
44.765625,56
44.984375,57
45.390625,58
45.609375,59
46.015625,60
46.5,61
46.96875,62
47.46875,63
47.9375,64
48.421875,65
48.859375,66
49.375,67
49.84375,68
50.34375,69
50.8125,70
51.3125,71
51.765625,72
52.28125,73
52.765625,74
53.28125,75
53.78125,76
54.265625,77
54.734375,78
55.234375,79
55.703125,80
56.203125,81
56.65625,82
57.171875,83
57.609375,84
58.125,85
58.578125,86
59.125,87
59.578125,88
60.125,89
60.59375,90
61.109375,91
61.609375,92
62.125,93
62.578125,94
63.140625,95
63.625,96
64.140625,97
64.640625,98
65.15625,99
65.6875,100
66.203125,101
66.65625,102
67.234375,103
67.703125,104
68.25,105
68.734375,106
69.265625,107
69.734375,108
70.28125,109
70.765625,110
71.28125,111
71.796875,112
72.296875,113
72.765625,114
73.328125,115
73.8125,116
74.3125,117
74.78125,118
75.328125,119
75.796875,120
76.3125,121
76.796875,122
77.328125,123
77.796875,124
78.3125,125
78.78125,126
79.328125,127
79.8125,128
80.3125,129
80.78125,130
81.34375,131
81.8125,132
82.359375,133
82.84375,134
83.34375,135
83.8125,136
84.328125,137
84.78125,138
85.328125,139
85.8125,140
86.3125,141
86.78125,142
87.328125,143
87.796875,144
88.328125,145
88.765625,146
89.3125,147
89.8125,148
90.328125,149
90.765625,150
91.34375,151
91.828125,152
92.34375,153
92.796875,154
93.34375,155
93.828125,156
94.34375,157
94.859375,158
95.453125,159
105.484375,160
106.109375,161
106.765625,162
107.265625,163
107.84375,164
108.3125,165
108.90625,166
109.4375,167
109.953125,168
110.40625,169
110.96875,170
111.5,171
112.03125,172
112.484375,173
113.046875,174
113.53125,175
114.09375,176
114.5625,177
115.0625,178
115.59375,179
116.09375,180
116.53125,181
117.125,182
117.609375,183
118.140625,184
118.625,185
119.171875,186
119.609375,187
120.171875,188
120.640625,189
121.203125,190
121.625,191
122.1875,192
122.671875,193
123.21875,194
123.71875,195
124.21875,196
124.703125,197
125.234375,198
125.71875,199
126.25,200
126.734375,201
127.265625,202
127.796875,203
128.328125,204
128.84375,205
129.375,206
129.84375,207
130.375,208
130.921875,209
131.421875,210
131.953125,211
132.453125,212
132.984375,213
133.484375,214
133.921875,215
134.53125,216
135.046875,217
135.546875,218
136.015625,219
136.5625,220
137.09375,221
137.578125,222
138.109375,223
138.609375,224
139.03125,225
139.671875,226
140.09375,227
140.671875,228
141.15625,229
141.703125,230
142.21875,231
142.6875,232
143.1875,233
143.703125,234
144.1875,235
144.734375,236
145.21875,237
145.734375,238
146.234375,239
146.765625,240
147.234375,241
147.765625,242
148.25,243
148.765625,244
149.265625,245
149.765625,246
150.234375,247
150.78125,248
151.25,249
151.78125,250
152.265625,251
152.78125,252
153.25,253
153.8125,254
154.28125,255
154.8125,256
155.3125,257
155.84375,258
156.328125,259
156.859375,260
157.328125,261
157.890625,262
158.375,263
158.9375,264
159.421875,265
159.9375,266
160.453125,267
160.96875,268
161.484375,269
161.984375,270
162.453125,271
163.015625,272
164.109375,273
164.609375,274
165.125,275
165.609375,276
166.15625,277
166.609375,278
167.1875,279
167.640625,280
168.203125,281
168.6875,282
169.234375,283
169.75,284
170.234375,285
170.75,286
171.28125,287
171.734375,288
172.328125,289
172.8125,290
173.359375,291
173.828125,292
174.390625,293
174.875,294
175.421875,295
175.90625,296
176.453125,297
176.9375,298
177.484375,299
177.96875,300
178.5,301
179.0,302
179.53125,303
180.0,304
180.546875,305
181.015625,306
181.578125,307
182.0625,308
182.578125,309
183.0625,310
183.609375,311
184.109375,312
184.65625,313
185.0625,314
185.6875,315
186.140625,316
186.71875,317
187.1875,318
187.75,319
188.234375,320
188.75,321
189.28125,322
189.796875,323
190.3125,324
190.8125,325
191.28125,326
191.84375,327
192.3125,328
192.890625,329
193.375,330
193.875,331
194.390625,332
194.921875,333
195.375,334
195.953125,335
196.453125,336
196.984375,337
197.4375,338
198.015625,339
198.515625,340
199.046875,341
199.5625,342
200.109375,343
200.5625,344
201.140625,345
201.625,346
202.171875,347
202.703125,348
203.234375,349
203.71875,350
204.265625,351
204.71875,352
205.265625,353
205.75,354
206.265625,355
206.734375,356
207.25,357
207.703125,358
208.234375,359
208.75,360
209.234375,361
209.75,362
210.265625,363
210.765625,364
211.28125,365
211.78125,366
212.296875,367
212.78125,368
213.3125,369
213.765625,370
214.3125,371
214.78125,372
215.328125,373
215.890625,374
216.375,375
216.90625,376
217.421875,377
217.921875,378
218.453125,379
218.953125,380
219.5,381
220.03125,382
220.546875,383
221.03125,384
223.46875,385
224.9375,386
225.5,387
226.078125,388
226.53125,389
227.078125,390
227.546875,391
228.0625,392
228.515625,393
229.0625,394
229.546875,395
230.046875,396
230.5,397
231.015625,398
231.515625,399
232.03125,400
232.46875,401
232.96875,402
233.421875,403
233.921875,404
234.4375,405
234.921875,406
235.40625,407
235.953125,408
236.4375,409
236.953125,410
237.40625,411
237.96875,412
238.4375,413
238.953125,414
239.34375,415
240.03125,416
240.53125,417
241.109375,418
241.59375,419
242.1875,420
242.75,421
243.328125,422
243.859375,423
246.0,424
247.1875,425
248.5625,426
249.15625,427
249.625,428
250.171875,429
250.6875,430
251.1875,431
251.75,432
252.234375,433
252.796875,434
253.3125,435
253.875,436
254.390625,437
254.8125,438
255.390625,439
256.0,440
256.484375,441
257.046875,442
257.5625,443
258.078125,444
258.515625,445
259.125,446
259.671875,447
260.171875,448
260.71875,449
261.21875,450
261.734375,451
262.25,452
262.78125,453
263.328125,454
263.84375,455
264.40625,456
265.0,457
265.53125,458
266.0625,459
266.90625,460
268.359375,461
269.84375,462
278.671875,463
279.171875,464
279.546875,465
280.015625,466
280.390625,467
280.875,468
281.234375,469
281.65625,470
282.046875,471
282.453125,472
282.84375,473
283.265625,474
283.65625,475
284.109375,476
284.515625,477
284.984375,478
285.265625,479
285.625,480
286.21875,481
286.59375,482
287.078125,483
287.484375,484
287.9375,485
288.359375,486
288.84375,487
289.25,488
289.734375,489
290.328125,490
291.015625,491
291.6875,492
292.0625,493
292.390625,494
292.859375,495
293.203125,496
293.703125,497
294.125,498
294.65625,499
295.078125,500
295.5625,501
295.984375,502
296.4375,503
296.890625,504
297.421875,505
298.046875,506
298.75,507
299.1875,508
299.640625,509
300.0625,510
300.546875,511
300.96875,512
301.46875,513
301.90625,514
302.421875,515
302.828125,516
303.3125,517
303.75,518
304.25,519
304.65625,520
305.1875,521
306.875,522
307.640625,523
308.015625,524
308.390625,525
308.734375,526
309.15625,527
309.609375,528
310.015625,529
310.453125,530
310.71875,531
311.21875,532
311.59375,533
311.890625,534
312.390625,535
313.15625,536
313.6875,537
314.34375,538
314.625,539
315.015625,540
315.453125,541
315.75,542
