time [s],inspiration [NA](/api/datatype/34/)
2.1171875,23744
2.65625,23804
5.671875,23295
7.3046875,23323
8.3125,23340
9.9765625,23381
11.21875,23653
12.6953125,24250
14.6328125,23045
23.7578125,24045
25.3125,23852
26.59375,23193
28.0,22598
30.2109375,16325
31.8828125,13165
33.1484375,12699
49.09375,21426
56.7890625,21457
67.328125,21436
89.8828125,21455
105.0703125,21408
135.6640625,21345
142.0703125,21356
149.8046875,21411
157.453125,21372
168.21875,21281
177.140625,21289
185.6015625,21277
190.046875,21279
200.1015625,21404
204.375,21386
208.4921875,21433
213.671875,21417
216.3125,21435
219.9765625,21436
223.7421875,21410
225.5703125,21417
227.4765625,21376
232.75,21388
235.25,21404
238.2734375,21419
240.0859375,21415
242.046875,21419
243.6171875,21419
246.1171875,21397
248.28125,21396
250.015625,21396
251.953125,21412
254.59375,21414
256.1484375,21405
258.3125,21399
261.5859375,21389
263.0546875,21395
265.8828125,21409
267.234375,21396
268.71875,21390
269.8515625,21387
273.6875,21412
274.5859375,21425
276.3828125,21400
278.078125,21391
279.65625,21415
281.15625,21394
284.5546875,21405
286.09375,21410
287.46875,21414
288.9140625,21402
290.75,21404
292.6484375,21421
293.7890625,21396
295.953125,21400
296.9765625,21400
298.546875,21402
300.46875,21424
302.21875,21422
303.6875,21385
304.734375,21382
306.5234375,21372
310.3046875,21393
311.9609375,21389
312.734375,21385
313.8515625,21403
315.984375,21407
318.390625,21444
319.671875,21408
322.09375,21404
323.125,21393
324.1015625,21405
325.96875,21400
327.0546875,21386
328.359375,21426
330.515625,21435
332.046875,21417
333.8828125,21419
335.40625,21415
336.8828125,21413
339.0234375,21424
340.25,21420
342.40625,21428
343.90625,21425
345.3046875,21411
348.8125,21413
350.078125,21424
351.3359375,21424
352.6640625,21421
355.0,21420
356.2421875,21393
358.4453125,21409
360.0703125,21414
362.9765625,21404
365.125,21391
369.1328125,21398
371.078125,21395
372.8984375,21418
374.453125,21416
376.890625,21402
379.5234375,21401
382.0859375,21392
384.3125,21397
386.3515625,21403
388.59375,21386
392.234375,21400
394.984375,21397
396.984375,21408
398.78125,21399
400.8515625,21353
402.671875,21413
404.9140625,21422
409.15625,21442
411.0078125,21380
413.5234375,21411
415.859375,21401
418.796875,21425
420.2421875,21438
423.40625,21429
425.9453125,21433
428.03125,21455
430.5234375,21429
432.2578125,21428
435.125,21447
437.921875,21460
439.203125,21401
441.8671875,21445
443.8515625,21457
446.1015625,21451
452.6875,21414
454.34375,21413
456.3203125,21414
458.0703125,21418
460.1328125,21453
462.390625,21427
464.15625,21488
468.296875,21452
471.6796875,21476
472.7734375,21457
474.0703125,21463
475.7578125,21457
477.5,21438
478.6875,21474
479.90625,21425
481.015625,21431
481.5859375,21442
482.1484375,21452
482.7421875,21425
483.2734375,21427
483.9140625,21438
484.453125,21443
485.109375,21445
487.9921875,21453
488.5234375,21442
490.3359375,21421
490.8828125,21450
491.4765625,21452
492.0078125,21444
492.5703125,21449
493.1875,21441
494.8828125,21445
495.4765625,21457
497.2265625,21404
499.46875,21449
501.2734375,21459
504.140625,21445
507.0078125,21448
508.71875,21458
510.9765625,21444
512.1796875,21449
514.5390625,21457
516.28125,21443
517.9375,21450
519.0234375,21445
520.296875,21454
522.5546875,21456
524.28125,21434
526.203125,21421
528.2421875,21447
529.84375,21434
531.3046875,21441
534.8359375,21456
537.109375,21457
539.390625,21453
541.7421875,21457
543.46875,21453
545.203125,21454
546.9609375,21448
550.5546875,21429
552.03125,21416
555.21875,21421
556.96875,21409
558.0703125,21429
559.3046875,21435
561.375,21456
563.1484375,21452
565.3359375,21444
566.7109375,21435
568.7578125,21433
570.3046875,21424
572.0859375,21428
573.6796875,21393
575.4453125,21427
577.515625,21425
579.015625,21408
580.234375,21455
581.171875,21426
582.3359375,21436
583.8359375,21434
585.3046875,21453
587.109375,21439
590.125,21443
591.828125,21433
593.359375,21440
597.0703125,21415
598.0703125,21419
599.5390625,21434
601.3359375,21469
602.53125,21419
604.46875,21375
605.65625,21392
607.4765625,21403
609.390625,21393
611.6875,21418
613.0703125,21424
615.4140625,21428
616.8984375,21415
617.84375,21392
618.71875,21388
619.9921875,21420
621.6015625,21423
623.59375,21434
625.65625,21444
628.328125,21468
629.5625,21452
633.0390625,21391
634.8515625,21432
636.4765625,21421
638.171875,21429
639.9375,21439
641.2109375,21415
643.109375,21431
644.9609375,21409
646.171875,21405
648.109375,21427
649.3203125,21393
651.34375,21421
653.1328125,21383
654.5703125,21380
657.765625,21391
660.1953125,21398
662.5078125,21373
665.28125,21410
666.7421875,21427
669.59375,21418
671.6171875,21426
672.6328125,21413
675.390625,21426
