time [s],expiration [NA](/api/datatype/35/)
2.3828125,23733
4.9296875,23031
6.453125,22779
7.7890625,23004
8.796875,22696
10.625,23103
11.4921875,23650
14.3125,22938
15.3671875,22794
24.921875,23814
26.046875,23127
27.4375,22500
29.484375,21855
31.296875,13999
32.59375,11814
35.6171875,18627
51.1953125,21304
60.0,21203
78.4921875,21273
98.4375,21276
124.4140625,21282
138.7734375,21281
145.7734375,21327
154.90625,21331
161.1328125,21143
170.75,21200
183.359375,21206
188.359375,21237
193.65625,21211
202.5703125,21321
205.859375,21331
211.9609375,21350
214.953125,21374
218.9453125,21402
221.5625,21343
224.609375,21374
226.796875,21349
228.1171875,21322
233.8828125,21355
236.2109375,21355
239.1484375,21367
240.9140625,21367
242.7421875,21379
244.6484375,21329
246.875,21360
248.9375,21364
251.140625,21337
253.1171875,21348
255.3046875,21370
257.5078125,21361
259.1640625,21288
262.359375,21351
263.6796875,21318
266.8046875,21343
268.1796875,21347
269.125,21362
271.5078125,21324
274.1640625,21391
276.0,21380
277.34375,21338
278.59375,21353
280.4453125,21332
281.6953125,21321
285.4140625,21333
286.6484375,21353
288.0546875,21337
289.71875,21306
291.5859375,21348
293.4296875,21347
294.25,21324
296.3828125,21323
297.7734375,21333
299.0234375,21337
301.2578125,21346
303.1015625,21341
304.34375,21312
305.578125,21339
307.4140625,21293
311.265625,21320
312.34375,21348
313.1484375,21350
315.0078125,21357
316.8125,21336
318.8828125,21340
320.5234375,21306
322.4453125,21325
323.578125,21346
324.8046875,21324
326.6796875,21330
327.3984375,21321
329.2421875,21361
331.0703125,21308
332.90625,21369
334.6328125,21315
335.9609375,21317
337.9375,21342
339.5625,21326
340.9296875,21323
343.2265625,21331
344.4609375,21320
345.84375,21314
349.2578125,21329
350.6015625,21345
351.859375,21344
354.1953125,21355
355.5546875,21321
356.8125,21294
359.140625,21294
361.4921875,21306
364.0625,21353
367.4296875,21144
369.9375,21348
371.8125,21343
373.4765625,21380
375.125,21364
377.40625,21357
380.3046875,21345
382.84375,21340
384.9296875,21335
387.1875,21361
389.40625,21320
392.765625,21334
395.7265625,21342
397.5625,21353
399.84375,21320
401.34375,21320
403.421875,21378
405.703125,21375
410.1171875,21324
411.625,21316
414.203125,21364
416.578125,21356
419.34375,21397
421.78125,21371
423.9296875,21403
426.4375,21388
428.9609375,21402
431.203125,21384
432.90625,21386
435.6484375,21395
438.4921875,21363
439.65625,21359
442.359375,21396
444.7578125,21353
451.28125,21351
453.2734375,21381
454.9140625,21347
456.8671875,21344
458.625,21383
461.3359375,21384
463.2421875,21401
465.0390625,21372
469.015625,21411
472.125,21423
473.2734375,21412
474.8671875,21417
476.6015625,21382
477.921875,21410
479.5078125,21402
480.2421875,21400
481.2890625,21412
481.8515625,21422
482.421875,21400
483.0078125,21406
483.578125,21396
484.1796875,21419
484.7734375,21403
485.375,21429
488.2578125,21423
489.5,21262
490.6015625,21409
491.2109375,21439
491.7421875,21420
492.2734375,21429
492.8359375,21380
494.0,21363
495.1484375,21415
496.40625,21344
498.6015625,21357
500.34375,21363
502.6328125,21297
505.5234375,21343
507.828125,21377
510.1328125,21362
511.421875,21362
513.625,21365
515.3671875,21350
517.0859375,21354
518.3203125,21405
519.4765625,21348
521.6953125,21350
523.015625,21350
525.21875,21332
527.0234375,21340
528.6953125,21371
530.40625,21343
532.7265625,21340
536.1796875,21338
538.4765625,21322
540.78125,21309
542.6484375,21368
544.2890625,21322
545.96875,21345
548.984375,21328
551.3203125,21324
552.6015625,21331
556.234375,21329
557.4375,21342
558.6328125,21351
560.421875,21356
562.203125,21354
564.1171875,21357
565.84375,21349
568.1171875,21352
569.3125,21328
571.0390625,21350
572.8828125,21329
574.15625,21339
576.3828125,21362
578.328125,21361
579.5390625,21358
580.734375,21365
581.921875,21369
583.140625,21377
584.34375,21384
586.1171875,21342
588.546875,21329
590.71875,21347
592.609375,21395
594.46875,21335
597.53125,21332
598.9921875,21335
600.1640625,21353
601.9609375,21388
603.5,21297
604.84375,21333
606.75,21323
608.640625,21336
610.6015625,21322
612.28125,21342
613.6796875,21339
