time [s],RR_interval_quality [NA](/api/datatype/1004/)
5.32421875,129
5.73828125,129
6.4765625,129
7.4453125,129
8.12890625,129
8.83984375,129
9.375,129
9.890625,1
11.109375,129
11.5625,1
12.14453125,1
12.6015625,1
12.90625,129
13.16796875,129
13.7109375,129
14.1328125,1
14.40234375,129
15.37109375,129
16.1328125,129
18.70703125,129
20.515625,129
21.66796875,129
22.23828125,1
23.828125,129
24.36328125,1
24.84765625,1
25.38671875,1
25.859375,1
26.37109375,1
26.71484375,129
27.52734375,129
28.0390625,1
28.59765625,1
29.20703125,1
30.09375,129
30.7578125,129
31.79296875,129
32.734375,129
33.02734375,129
34.1015625,129
34.7734375,129
35.51953125,129
35.953125,1
36.6484375,1
37.00390625,129
37.87890625,1
38.64453125,1
39.3046875,1
39.92578125,1
40.203125,129
40.71484375,129
41.86328125,129
42.79296875,129
43.11328125,129
43.921875,1
44.23828125,129
45.03515625,1
45.35546875,1
45.88671875,1
47.015625,129
47.62890625,1
48.10546875,1
49.00390625,129
49.40625,1
49.9296875,1
50.859375,129
52.06640625,1
52.6328125,1
54.1015625,129
54.7421875,129
55.125,129
55.828125,1
56.55859375,1
57.15234375,1
57.7734375,1
58.265625,129
58.83203125,1
59.64453125,1
60.1875,1
60.46875,129
60.92578125,129
61.7265625,129
62.30078125,1
62.82421875,1
63.34375,1
63.69140625,129
64.19921875,1
65.359375,129
65.72265625,129
67.10546875,129
67.65234375,1
69.1875,129
69.66796875,1
70.2109375,1
70.59375,129
71.3515625,129
71.68359375,129
72.0546875,129
72.953125,129
73.25,129
73.8359375,1
74.42578125,1
75.2734375,129
75.56640625,129
77.6171875,129
78.87890625,129
79.96484375,129
80.94140625,129
81.2265625,1
81.765625,1
83.05078125,129
83.37109375,1
83.8515625,1
84.41015625,1
85.921875,129
87.296875,129
87.91015625,1
89.4140625,1
90.7734375,1
91.08203125,129
91.90234375,129
92.76171875,129
93.7421875,1
94.16015625,129
95.09765625,1
95.53515625,129
95.87109375,129
96.3359375,1
97.34765625,1
98.29296875,1
98.8671875,129
99.41015625,129
100.65625,129
100.96875,129
101.328125,129
102.98828125,129
103.3984375,129
104.046875,129
104.73046875,1
105.5859375,1
106.1953125,1
107.0625,1
107.6796875,129
108.2109375,129
109.0234375,1
110.23046875,129
110.83203125,1
111.12109375,129
111.44140625,129
112.03125,1
112.8515625,1
113.21875,129
113.9140625,1
114.94921875,129
116.01171875,1
116.71484375,1
117.59375,1
117.890625,129
118.60546875,1
118.97265625,129
119.6640625,1
120.01171875,129
120.7109375,1
121.3984375,1
121.76171875,129
122.56640625,1
122.98828125,129
123.76171875,1
124.94140625,129
125.578125,1
126.07421875,129
126.78515625,1
127.3359375,1
127.94140625,1
128.53515625,1
129.171875,1
130.38671875,129
131.03125,1
131.515625,129
131.81640625,129
132.40234375,1
133.62890625,129
133.9453125,129
134.2578125,129
134.68359375,129
135.328125,1
136.078125,1
136.390625,1
136.7265625,1
137.3984375,1
138.05859375,1
139.32421875,129
140.2109375,129
141.5,129
141.9296875,129
142.5,1
143.15625,1
144.05078125,129
145.09765625,129
146.12109375,129
146.5390625,129
147.1171875,1
147.88671875,1
149.08984375,1
149.59765625,129
150.2578125,1
151.02734375,129
152.02734375,1
152.3125,129
152.69140625,129
153.8828125,1
154.39453125,129
155.8828125,129
156.3671875,129
157.33203125,1
159.0625,129
159.9453125,1
160.5859375,1
161.49609375,1
161.78515625,129
163.02734375,129
163.8125,1
164.140625,129
164.9140625,1
165.4765625,129
166.09765625,129
166.75390625,1
168.05078125,129
168.62890625,1
168.97265625,129
169.33984375,129
170.01171875,1
170.61328125,1
171.3359375,1
171.9375,1
172.29296875,129
172.625,1
173.27734375,1
174.21484375,129
174.6171875,129
174.921875,129
175.47265625,1
175.9765625,1
176.296875,129
176.7265625,1
177.32421875,1
177.9296875,1
178.6015625,1
179.32421875,129
180.0859375,129
181.2421875,129
181.609375,129
181.96875,129
182.7578125,1
183.2734375,1
183.87890625,1
184.34375,129
184.71484375,129
185.5,1
186.4296875,1
187.16796875,1
187.5703125,129
187.83984375,129
188.55859375,1
190.48046875,129
191.14453125,1
191.8671875,1
192.5546875,1
192.97265625,129
193.90625,1
194.8125,1
195.06640625,129
195.8828125,1
196.19140625,129
197.31640625,129
197.70703125,129
198.23046875,129
199.40625,129
199.78125,129
200.16796875,1
200.5546875,1
201.29296875,129
202.3828125,129
202.734375,1
203.19921875,1
203.72265625,129
204.2890625,129
205.01953125,129
206.0,129
207.140625,1
208.0546875,129
208.37109375,129
208.9609375,1
209.50390625,1
209.984375,1
210.921875,1
211.53515625,1
211.84765625,129
212.12890625,129
212.671875,1
212.94921875,129
213.29296875,129
214.4296875,1
214.765625,129
215.59765625,129
216.7421875,129
217.5625,129
217.89453125,1
218.49609375,1
218.78515625,1
219.078125,1
219.953125,129
220.56640625,129
