time [s],inspiration [NA](/api/datatype/34/)
2.046875,23902
2.6640625,23819
4.265625,23741
5.0,23719
6.484375,23845
7.8125,23948
8.6796875,24028
10.3359375,23599
11.9609375,23543
12.9375,23857
13.8828125,23847
16.7578125,23884
17.8359375,23567
19.2421875,24053
21.4765625,24426
24.2890625,23687
25.8828125,23485
28.109375,23266
29.28125,20132
30.140625,13704
32.7265625,13238
36.640625,22668
42.03125,22165
46.3203125,22271
54.8125,22202
57.3671875,22281
66.1796875,22336
69.2421875,22312
73.6640625,22323
81.265625,22311
84.8125,22296
88.390625,22296
92.0390625,22294
95.2265625,22296
98.2109375,22290
101.21875,22293
104.3046875,22291
107.75,22295
110.78125,22324
114.859375,22132
116.765625,22109
118.453125,22117
121.7265625,22102
124.8125,22099
128.2890625,22103
131.828125,22069
134.765625,22369
137.6875,22389
142.5625,22405
145.5390625,22367
149.375,22107
153.0234375,22323
155.8359375,22250
161.4296875,22317
167.4453125,22376
170.6796875,22327
173.96875,22389
177.2734375,22362
183.4453125,22311
187.15625,22396
190.40625,22399
192.4609375,22432
195.8125,22351
200.53125,22401
203.765625,22368
206.6171875,22365
209.1953125,22345
211.34375,22346
215.1015625,22359
220.171875,22392
222.734375,22368
225.3046875,22388
227.9921875,22388
230.7265625,22379
233.953125,22375
235.4765625,22410
239.3359375,22386
241.390625,22352
243.609375,22335
248.2578125,22374
251.0390625,22388
253.2734375,22397
255.671875,22375
258.1328125,22387
260.7109375,22390
263.0625,22396
267.15625,22401
269.296875,22385
271.4609375,22393
273.6484375,22388
276.359375,22394
278.5390625,22374
281.2578125,22397
283.5703125,22378
286.59375,22357
289.2890625,22377
292.46875,22351
294.1953125,22366
296.1796875,22369
299.5234375,22409
302.7734375,22438
305.9296875,22435
308.9375,22430
312.03125,22439
315.7890625,22446
318.6875,22449
323.734375,22431
327.5703125,22436
331.015625,22440
335.7578125,22446
339.375,22442
343.2578125,22436
346.53125,22438
350.6875,22442
354.1796875,22444
357.6484375,22430
360.3984375,22395
363.078125,22396
365.7578125,22397
368.4296875,22388
371.6640625,22397
374.015625,22376
376.4765625,22385
379.109375,22380
381.7890625,22389
384.0,22382
386.578125,22392
389.3515625,22399
391.9375,22391
394.21875,22395
396.9375,22403
399.6015625,22395
402.3046875,22402
404.9609375,22398
407.859375,22389
411.3125,22407
413.6796875,22382
415.9296875,22390
418.1640625,22404
420.5,22386
422.9453125,22396
425.5078125,22391
427.765625,22403
430.4609375,22411
433.015625,22399
435.2109375,22382
437.8671875,22405
440.390625,22401
443.0859375,22406
445.7265625,22388
448.3125,22376
451.546875,22385
454.4140625,22391
458.0390625,22381
461.1875,22380
464.421875,22397
467.265625,22394
470.28125,22377
475.1015625,22408
477.3984375,22401
480.2109375,22455
482.4140625,22405
485.2109375,22403
487.7265625,22396
490.375,22399
493.4375,22391
496.1484375,22387
499.3203125,22391
502.125,22404
504.8203125,22417
507.484375,22408
510.109375,22419
513.8203125,22401
516.8203125,22377
519.6875,22395
522.59375,22387
525.4375,22401
528.4453125,22388
533.3984375,22359
537.0078125,22409
540.28125,22407
543.3203125,22423
546.515625,22419
550.046875,22417
552.453125,22412
555.359375,22428
558.125,22407
560.6953125,22432
563.65625,22422
566.25,22400
569.015625,22424
571.5546875,22412
573.6640625,22417
575.859375,22398
578.1796875,22422
580.4296875,22418
582.703125,22419
584.8125,22415
587.0859375,22394
589.265625,22410
591.453125,22427
593.6015625,22412
595.75,22412
598.21875,22410
600.640625,22400
603.171875,22405
606.2578125,22412
609.2890625,22371
613.2265625,22437
616.34375,22403
619.546875,22419
622.4453125,22410
625.6328125,22410
628.28125,22388
631.390625,22407
634.390625,22407
637.203125,22408
639.609375,22417
642.203125,22388
645.6796875,22412
648.5234375,22404
652.2109375,22391
654.5234375,22391
657.4453125,22385
659.796875,22389
662.0703125,22389
664.578125,22392
666.5,22351
670.6171875,22382
672.8515625,22394
675.0234375,22395
677.3046875,22403
679.6953125,22391
681.515625,22359
683.6796875,22398
685.921875,22406
688.5390625,22401
691.28125,22381
693.5390625,22389
696.3359375,22391
699.0390625,22381
702.078125,22426
706.3359375,22384
708.453125,22393
710.125,22421
712.3203125,22406
714.2890625,22403
716.703125,22397
719.2265625,22413
721.2265625,22406
723.4921875,22402
726.015625,22400
728.5546875,22414
730.8984375,22413
733.1484375,22401
736.0546875,22419
738.7578125,22402
741.4140625,22397
744.03125,22404
746.796875,22400
749.671875,22403
752.515625,22407
755.4453125,22403
758.234375,22403
761.484375,22375
764.03125,22399
767.2578125,22404
769.53125,22407
771.4140625,22362
773.8203125,22392
777.953125,22367
781.296875,22387
783.2890625,22375
785.6015625,22402
787.90625,22394
790.0859375,22394
793.453125,22418
796.203125,22399
799.0234375,22407
801.609375,22402
804.40625,22401
806.9765625,22416
809.75,22398
812.7109375,22395
815.7265625,22415
818.0859375,22414
820.65625,22402
823.3203125,22409
825.828125,22400
828.3203125,22393
830.8828125,22416
833.625,22405
836.921875,22411
839.7578125,22414
842.2578125,22415
845.2734375,22413
848.078125,22413
850.890625,22412
