time [s],step [Step](/api/datatype/52/)
0.546875,1
0.96875,2
3.0625,3
4.28125,4
4.734375,5
5.40625,6
5.71875,7
6.0625,8
6.8125,9
7.046875,10
7.65625,11
8.40625,12
8.625,13
8.84375,14
9.671875,15
9.921875,16
10.375,17
11.578125,18
11.796875,19
12.640625,20
12.90625,21
13.5,22
16.171875,23
16.65625,24
17.046875,25
18.703125,26
19.609375,27
20.6875,28
21.546875,29
22.59375,30
23.265625,31
23.6875,32
24.28125,33
24.546875,34
25.21875,35
25.609375,36
25.984375,37
26.578125,38
26.921875,39
27.734375,40
28.9375,41
29.234375,42
29.5,43
30.21875,44
30.5,45
31.0,46
31.53125,47
31.875,48
33.609375,49
33.828125,50
34.046875,51
34.34375,52
34.84375,53
35.265625,54
35.921875,55
36.359375,56
37.796875,57
38.0625,58
38.3125,59
38.671875,60
39.171875,61
40.84375,62
114.125,63
117.46875,64
133.359375,65
148.0625,66
152.046875,67
157.0625,68
160.65625,69
161.96875,70
166.25,71
203.328125,72
204.65625,73
206.984375,74
207.46875,75
208.046875,76
208.59375,77
209.171875,78
209.796875,79
211.109375,80
220.109375,81
221.078125,82
221.609375,83
222.1875,84
222.71875,85
223.265625,86
223.8125,87
224.375,88
224.90625,89
225.46875,90
226.015625,91
226.5625,92
227.09375,93
227.65625,94
228.1875,95
228.75,96
229.28125,97
229.8125,98
230.375,99
230.90625,100
231.46875,101
231.984375,102
232.53125,103
233.078125,104
233.609375,105
234.140625,106
234.671875,107
235.25,108
235.78125,109
236.3125,110
236.8125,111
237.359375,112
237.890625,113
238.453125,114
239.0,115
239.53125,116
240.0625,117
240.609375,118
241.140625,119
241.671875,120
242.234375,121
242.8125,122
243.34375,123
243.921875,124
244.375,125
244.78125,126
245.171875,127
245.6875,128
246.265625,129
246.8125,130
247.359375,131
247.921875,132
248.453125,133
249.0,134
249.578125,135
250.125,136
250.703125,137
251.25,138
251.8125,139
252.359375,140
252.953125,141
253.5,142
254.015625,143
254.5625,144
255.09375,145
255.65625,146
256.171875,147
256.40625,148
256.71875,149
257.21875,150
257.4375,151
257.71875,152
258.234375,153
258.765625,154
259.25,155
259.8125,156
260.328125,157
260.890625,158
261.421875,159
261.953125,160
262.5,161
263.046875,162
263.578125,163
264.125,164
264.671875,165
265.203125,166
265.75,167
266.28125,168
266.796875,169
267.328125,170
267.859375,171
268.40625,172
268.9375,173
269.453125,174
269.984375,175
270.53125,176
271.09375,177
271.640625,178
272.171875,179
272.734375,180
273.28125,181
273.828125,182
274.390625,183
274.921875,184
275.4375,185
275.984375,186
276.546875,187
277.09375,188
277.609375,189
278.171875,190
278.71875,191
279.28125,192
279.796875,193
280.3125,194
280.875,195
281.4375,196
281.9375,197
282.5,198
283.03125,199
283.5625,200
284.09375,201
284.640625,202
285.1875,203
285.703125,204
286.265625,205
286.78125,206
287.3125,207
287.859375,208
288.40625,209
288.953125,210
289.46875,211
290.015625,212
290.5625,213
291.171875,214
291.6875,215
292.203125,216
292.75,217
293.296875,218
293.859375,219
294.421875,220
295.0,221
295.671875,222
296.34375,223
357.828125,224
358.421875,225
358.921875,226
359.5,227
360.015625,228
360.5625,229
361.078125,230
361.640625,231
362.15625,232
362.703125,233
363.265625,234
363.8125,235
364.3125,236
364.859375,237
365.375,238
365.640625,239
365.9375,240
366.46875,241
367.0,242
367.5,243
368.078125,244
368.625,245
369.15625,246
369.6875,247
370.234375,248
370.75,249
371.0,250
371.328125,251
371.84375,252
372.390625,253
372.90625,254
373.453125,255
373.96875,256
374.515625,257
375.046875,258
375.578125,259
376.09375,260
376.640625,261
377.140625,262
377.71875,263
378.21875,264
378.765625,265
379.265625,266
379.84375,267
380.3125,268
380.875,269
381.40625,270
381.96875,271
382.484375,272
382.765625,273
383.046875,274
383.578125,275
384.125,276
384.65625,277
385.1875,278
385.703125,279
386.265625,280
386.796875,281
387.359375,282
387.890625,283
388.140625,284
388.4375,285
388.984375,286
389.53125,287
390.0625,288
390.59375,289
391.125,290
391.6875,291
392.234375,292
392.765625,293
393.3125,294
393.859375,295
394.375,296
394.65625,297
394.953125,298
395.46875,299
396.03125,300
396.546875,301
397.125,302
397.609375,303
398.171875,304
398.671875,305
399.265625,306
399.78125,307
400.328125,308
400.84375,309
401.390625,310
401.921875,311
402.46875,312
403.0,313
403.546875,314
404.0625,315
404.3125,316
404.609375,317
405.140625,318
405.6875,319
406.203125,320
406.765625,321
407.296875,322
407.84375,323
408.359375,324
408.890625,325
409.421875,326
409.96875,327
410.484375,328
411.03125,329
411.5625,330
412.140625,331
412.6875,332
413.453125,333
414.046875,334
414.609375,335
415.109375,336
415.359375,337
