time [s],expiration [NA](/api/datatype/35/)
2.109375,19419
2.71875,19521
3.4296875,21207
4.7421875,21169
5.359375,21176
7.046875,21231
10.2421875,21365
12.28125,21386
13.28125,21391
14.484375,21407
17.5625,21367
20.9765625,21430
22.953125,21414
24.375,21401
26.609375,21392
28.875,21434
30.7890625,21452
33.171875,21446
35.5,21432
40.2890625,21411
42.703125,21492
46.03125,21481
48.8515625,21471
51.8671875,21479
54.75,21443
61.1328125,21456
64.796875,21458
68.296875,21456
73.9140625,21442
75.484375,21377
91.5859375,21461
98.59375,21471
101.1875,21476
112.8984375,21462
117.5859375,21477
123.78125,21471
129.1484375,21473
136.3046875,21491
140.65625,21471
144.7890625,21467
147.140625,21463
149.8515625,21464
152.515625,21466
155.0390625,21461
157.5,21459
159.9375,21457
162.3125,21457
164.6484375,21454
166.96875,21455
170.4609375,21460
171.75,21454
173.6875,21454
175.2734375,21449
176.2734375,21449
178.4609375,21448
180.65625,21326
182.2421875,21400
183.9453125,21432
187.4765625,21508
190.125,21455
192.140625,21487
194.4609375,21472
196.0546875,21446
198.46875,21454
201.8125,21473
204.46875,21475
206.265625,21497
208.28125,21507
212.1640625,21467
213.8203125,21466
215.9296875,21455
217.8125,21468
219.859375,21472
221.5859375,21468
223.5,21468
225.5859375,21469
228.3046875,21464
230.3515625,21465
232.0703125,21456
234.15625,21466
236.40625,21451
238.1796875,21449
240.84375,21441
242.6484375,21437
246.3671875,21440
248.390625,21464
250.2734375,21487
252.3984375,21495
253.84375,21487
255.1796875,21468
257.0,21439
260.515625,21463
261.9921875,21452
264.3515625,21460
265.1171875,21466
266.5625,21453
268.4375,21462
270.0859375,21464
270.75,21474
271.8125,21458
272.8515625,21471
273.8828125,21451
275.40625,21464
277.5,21458
278.109375,21456
279.171875,21476
280.3671875,21463
281.84375,21461
283.953125,21461
285.140625,21456
287.3203125,21494
288.40625,21474
289.5078125,21472
290.6640625,21459
292.875,21449
294.2109375,21442
296.0859375,21456
297.625,21458
298.2734375,21461
299.8671875,21452
301.4375,21455
303.0078125,21469
304.1484375,21451
304.703125,21457
306.1875,21447
307.8359375,21454
309.4140625,21455
311.5546875,21459
313.2265625,21458
315.046875,21454
317.015625,21458
318.1640625,21454
320.8828125,21405
323.1640625,21450
324.6640625,21470
325.8125,21447
326.796875,21455
327.921875,21434
329.015625,21433
330.1171875,21447
330.703125,21463
331.2734375,21463
332.375,21477
333.4140625,21464
334.53125,21449
335.0625,21462
335.609375,21456
336.6796875,21431
337.2109375,21442
337.75,21442
338.2890625,21437
339.3984375,21454
339.9375,21450
340.484375,21469
341.0234375,21467
342.21875,21446
342.765625,21448
343.359375,21447
343.9296875,21467
344.4609375,21472
345.0625,21478
345.59375,21482
346.78125,21453
348.5859375,21330
349.8671875,21393
352.3984375,21467
353.875,21490
357.4140625,21439
361.5859375,21473
364.9140625,21474
366.8046875,21488
368.4296875,21501
369.9765625,21502
372.2421875,21487
373.9921875,21494
376.796875,21487
377.796875,21500
380.3984375,21458
382.2421875,21486
383.8203125,21488
385.109375,21480
388.015625,21468
390.7421875,21474
393.0703125,21483
395.6796875,21478
398.046875,21476
401.0078125,21490
404.5859375,21484
407.3984375,21486
