time [s],step [Step](/api/datatype/52/)
0.21875,1
1.828125,2
2.21875,3
2.4375,4
3.21875,5
5.921875,6
6.21875,7
6.8125,8
9.671875,9
9.921875,10
10.203125,11
10.421875,12
10.90625,13
11.984375,14
12.4375,15
12.65625,16
13.796875,17
15.5625,18
15.8125,19
26.640625,20
26.96875,21
39.828125,22
40.5625,23
45.234375,24
53.40625,25
110.5,26
263.390625,27
264.03125,28
264.671875,29
265.203125,30
265.828125,31
266.375,32
268.71875,33
269.3125,34
269.8125,35
270.390625,36
270.875,37
271.4375,38
271.9375,39
272.5,40
273.0,41
273.578125,42
274.03125,43
274.609375,44
275.109375,45
275.671875,46
276.171875,47
276.734375,48
277.25,49
277.828125,50
278.359375,51
278.875,52
279.421875,53
279.984375,54
280.46875,55
281.046875,56
281.546875,57
282.15625,58
282.625,59
283.21875,60
283.71875,61
284.265625,62
284.8125,63
285.40625,64
285.921875,65
286.484375,66
287.046875,67
287.609375,68
288.125,69
288.75,70
289.265625,71
289.859375,72
290.375,73
290.96875,74
291.46875,75
292.09375,76
292.578125,77
293.171875,78
293.6875,79
294.09375,80
294.453125,81
294.84375,82
295.265625,83
295.828125,84
296.34375,85
296.90625,86
297.390625,87
298.0,88
298.484375,89
299.046875,90
299.5625,91
300.109375,92
300.640625,93
301.171875,94
301.6875,95
302.25,96
302.75,97
303.34375,98
303.84375,99
304.40625,100
304.890625,101
305.5,102
305.984375,103
306.515625,104
307.046875,105
307.5625,106
308.078125,107
308.65625,108
309.140625,109
309.71875,110
310.234375,111
310.78125,112
311.28125,113
311.875,114
312.40625,115
312.96875,116
313.484375,117
314.03125,118
314.578125,119
315.140625,120
315.671875,121
316.265625,122
316.75,123
317.328125,124
317.84375,125
318.421875,126
318.90625,127
319.484375,128
320.015625,129
320.59375,130
321.09375,131
321.65625,132
322.1875,133
322.78125,134
323.296875,135
323.875,136
324.40625,137
324.953125,138
325.484375,139
326.03125,140
326.5625,141
327.125,142
327.625,143
328.203125,144
328.703125,145
329.265625,146
329.8125,147
330.40625,148
330.953125,149
331.5625,150
332.078125,151
332.625,152
333.171875,153
333.71875,154
334.21875,155
334.78125,156
335.296875,157
335.859375,158
336.375,159
336.9375,160
337.421875,161
338.03125,162
338.546875,163
339.109375,164
339.65625,165
340.203125,166
340.734375,167
341.328125,168
341.90625,169
342.484375,170
343.0625,171
343.625,172
344.171875,173
344.78125,174
345.328125,175
345.921875,176
346.421875,177
347.046875,178
347.578125,179
411.875,180
412.34375,181
413.0,182
413.484375,183
414.109375,184
414.625,185
415.203125,186
415.671875,187
416.25,188
416.765625,189
417.359375,190
417.84375,191
418.421875,192
418.921875,193
419.515625,194
420.0,195
420.609375,196
421.09375,197
421.6875,198
422.21875,199
422.765625,200
423.25,201
423.8125,202
424.328125,203
424.890625,204
425.40625,205
425.984375,206
426.515625,207
427.09375,208
427.59375,209
428.15625,210
428.6875,211
429.265625,212
429.734375,213
430.34375,214
430.84375,215
431.421875,216
431.96875,217
432.484375,218
433.0,219
433.59375,220
434.09375,221
434.6875,222
435.1875,223
435.78125,224
436.25,225
436.859375,226
437.34375,227
437.921875,228
438.421875,229
438.984375,230
439.46875,231
440.0625,232
440.5625,233
441.125,234
441.625,235
442.1875,236
442.6875,237
443.28125,238
443.796875,239
444.328125,240
444.859375,241
445.453125,242
445.9375,243
446.515625,244
447.03125,245
447.59375,246
448.15625,247
448.6875,248
449.21875,249
449.78125,250
450.25,251
450.828125,252
451.34375,253
451.90625,254
452.4375,255
453.0,256
453.5,257
454.078125,258
454.578125,259
455.15625,260
455.671875,261
456.203125,262
456.71875,263
457.28125,264
457.78125,265
458.359375,266
458.875,267
459.453125,268
459.953125,269
460.546875,270
461.03125,271
461.640625,272
462.140625,273
462.703125,274
463.203125,275
463.796875,276
464.3125,277
464.90625,278
465.421875,279
466.015625,280
466.5,281
467.125,282
467.625,283
468.265625,284
468.796875,285
469.421875,286
470.015625,287
471.765625,288
472.375,289
473.0,290
